product_id,date,competitor_a_price,competitor_b_price,competitor_c_price,competitor_avg_price
P0093,2025-12-24,14050.84,14369.67,12949.96,13790.16
P0093,2025-12-31,12091.19,14469.08,13188.81,13249.69
P0094,2025-01-01,2746.33,2387.77,2697.77,2610.62
P0094,2025-01-08,2580.24,2366.86,2670.06,2539.05
P0094,2025-01-15,2720.38,2632.16,2497.33,2616.62
P0094,2025-01-22,2710.93,2578.46,2747.85,2679.08
P0094,2025-01-29,2435.86,2387.96,2886.6,2570.14
P0094,2025-02-05,2528.97,2502.46,2666.07,2565.83
P0094,2025-02-12,2510.18,2379.17,2456.05,2448.47
P0094,2025-02-19,2334.39,2401.49,2706.39,2480.76
P0094,2025-02-26,2541.59,2499.73,2453.59,2498.3
P0094,2025-03-05,2626.4,2442.87,2732.58,2600.62
P0094,2025-03-12,2664.92,2668.03,2763.52,2698.82
P0094,2025-03-19,2393.12,2621.19,2844.78,2619.7
P0094,2025-03-26,2350.46,2481.69,2589.29,2473.81
P0094,2025-04-02,2284.14,2530.05,2495.68,2436.62
P0094,2025-04-09,2486.05,2537.78,2633.72,2552.52
P0094,2025-04-16,2620.45,2676.68,2732.73,2676.62
P0094,2025-04-23,2776.37,2335.37,2861.43,2657.72
P0094,2025-04-30,2606.67,2532.16,2519.98,2552.94
P0094,2025-05-07,2565.35,2820.25,2604.4,2663.33
P0094,2025-05-14,2709.67,2401.52,2610.94,2574.04
P0094,2025-05-21,2386.83,2345.05,2652.1,2461.33
P0094,2025-05-28,2608.9,2605.0,2678.21,2630.7
P0094,2025-06-04,2703.86,2684.03,2721.78,2703.22
P0094,2025-06-11,2455.83,2760.68,2739.06,2651.86
P0094,2025-06-18,2575.5,2770.71,2781.85,2709.35
P0094,2025-06-25,2738.19,2536.32,2679.95,2651.49
P0094,2025-07-02,2773.61,2807.07,2535.07,2705.25
P0094,2025-07-09,2783.91,2463.2,2701.89,2649.67
P0094,2025-07-16,2759.28,2779.72,2877.15,2805.38
P0094,2025-07-23,2698.17,2600.63,2632.76,2643.85
P0094,2025-07-30,2398.25,2559.21,2890.39,2615.95
P0094,2025-08-06,2618.81,2454.32,2550.95,2541.36
P0094,2025-08-13,2352.96,2334.15,2616.79,2434.63
P0094,2025-08-20,2695.89,2436.01,2448.04,2526.65
P0094,2025-08-27,2676.74,2523.93,2543.3,2581.32
P0094,2025-09-03,2750.0,2617.22,2575.6,2647.61
P0094,2025-09-10,2327.63,2523.29,2841.24,2564.05
P0094,2025-09-17,2668.34,2694.92,2492.06,2618.44
P0094,2025-09-24,2374.47,2679.27,2738.94,2597.56
P0094,2025-10-01,2671.39,2698.47,2617.11,2662.32
P0094,2025-10-08,2641.36,2692.83,2569.31,2634.5
P0094,2025-10-15,2342.16,2727.75,2508.2,2526.04
P0094,2025-10-22,2376.67,2566.55,2649.89,2531.04
P0094,2025-10-29,2458.27,2750.47,2503.47,2570.74
P0094,2025-11-05,2628.37,2332.55,2443.24,2468.05
P0094,2025-11-12,2661.23,2759.3,2714.08,2711.54
P0094,2025-11-19,2730.31,2496.87,2849.17,2692.12
P0094,2025-11-26,2604.22,2725.13,2585.23,2638.19
P0094,2025-12-03,2594.22,2548.51,2673.83,2605.52
P0094,2025-12-10,2739.6,2754.57,2869.01,2787.73
P0094,2025-12-17,2315.73,2721.04,2503.01,2513.26
P0094,2025-12-24,2711.79,2695.04,2793.49,2733.44
P0094,2025-12-31,2372.88,2771.21,2701.79,2615.29
P0095,2025-01-01,24513.72,23390.02,25104.12,24335.95
P0095,2025-01-08,21018.83,24300.36,21478.81,22266.0
P0095,2025-01-15,24775.08,25305.62,25390.4,25157.03
P0095,2025-01-22,22384.13,23913.69,25491.32,23929.71
P0095,2025-01-29,22945.62,25145.54,23704.2,23931.79
P0095,2025-02-05,20776.68,22369.19,25094.87,22746.91
P0095,2025-02-12,21053.86,21914.46,21479.91,21482.74
P0095,2025-02-19,21423.07,22390.15,22640.34,22151.19
P0095,2025-02-26,21308.06,24893.11,24064.71,23421.96
P0095,2025-03-05,23548.63,21821.79,25609.4,23659.94
P0095,2025-03-12,20977.69,21884.92,22575.23,21812.61
P0095,2025-03-19,22547.27,24108.91,22772.85,23143.01
P0095,2025-03-26,22112.66,25270.82,23480.96,23621.48
P0095,2025-04-02,21018.9,23687.92,26048.73,23585.18
P0095,2025-04-09,20899.22,24168.79,23455.67,22841.23
P0095,2025-04-16,23739.03,24031.34,24356.9,24042.42
P0095,2025-04-23,23644.47,21205.43,22454.78,22434.89
P0095,2025-04-30,23570.54,25093.71,24303.26,24322.5
P0095,2025-05-07,25015.03,21800.05,22111.1,22975.39
P0095,2025-05-14,22211.99,23433.38,24314.03,23319.8
P0095,2025-05-21,22616.99,24709.72,25918.7,24415.14
P0095,2025-05-28,24441.57,23268.34,21527.18,23079.03
P0095,2025-06-04,22348.16,22777.48,25261.72,23462.45
P0095,2025-06-11,25159.72,25553.57,22235.87,24316.39
P0095,2025-06-18,21198.01,23411.21,25660.79,23423.34
P0095,2025-06-25,22413.76,25324.99,22898.47,23545.74
P0095,2025-07-02,23368.91,23246.47,25063.46,23892.95
P0095,2025-07-09,21316.06,22116.19,23672.59,22368.28
P0095,2025-07-16,21050.43,24963.71,21841.69,22618.61
P0095,2025-07-23,23263.3,25091.15,24026.69,24127.05
P0095,2025-07-30,24325.65,22621.69,21852.56,22933.3
P0095,2025-08-06,21423.85,25524.71,25335.57,24094.71
P0095,2025-08-13,21900.68,21172.77,25682.99,22918.81
P0095,2025-08-20,25126.64,24270.07,25825.3,25074.0
P0095,2025-08-27,22825.41,23279.83,22306.13,22803.79
P0095,2025-09-03,23678.51,25585.55,23583.09,24282.38
P0095,2025-09-10,21942.07,25171.19,23596.85,23570.04
P0095,2025-09-17,21791.0,22522.49,22408.35,22240.61
P0095,2025-09-24,24458.78,25458.85,22834.25,24250.63
P0095,2025-10-01,22972.02,24313.71,22806.18,23363.97
P0095,2025-10-08,21075.16,23104.13,23048.36,22409.22
P0095,2025-10-15,21736.65,25207.4,21485.46,22809.84
P0095,2025-10-22,22653.93,23081.61,26127.46,23954.33
P0095,2025-10-29,23360.41,25591.12,24717.81,24556.45
P0095,2025-11-05,21638.61,21643.31,25150.09,22810.67
P0095,2025-11-12,22635.26,22174.65,26050.35,23620.09
P0095,2025-11-19,21010.52,21870.15,21658.51,21513.06
P0095,2025-11-26,22462.08,22430.13,23662.83,22851.68
P0095,2025-12-03,22853.43,23594.03,25795.03,24080.83
P0095,2025-12-10,23180.15,21365.56,21898.12,22147.94
P0095,2025-12-17,23934.49,25119.16,22353.13,23802.26
P0095,2025-12-24,21019.43,22112.28,23181.14,22104.28
P0095,2025-12-31,25197.75,25052.04,22736.17,24328.65
P0096,2025-01-01,17961.42,16320.09,19314.57,17865.36
P0096,2025-01-08,16968.75,17179.81,19755.48,17968.01
P0096,2025-01-15,16680.58,18340.28,17924.47,17648.44
P0096,2025-01-22,16301.21,18066.92,19327.61,17898.58
P0096,2025-01-29,15729.84,17525.69,18656.76,17304.1
P0096,2025-02-05,17496.65,17796.78,16559.29,17284.24
P0096,2025-02-12,17153.56,18872.07,18659.38,18228.34
P0096,2025-02-19,17741.44,16542.29,17173.07,17152.27
P0096,2025-02-26,18909.58,19065.36,17965.27,18646.74
P0096,2025-03-05,17558.49,18112.39,18001.0,17890.63
P0096,2025-03-12,17254.9,18627.56,16451.58,17444.68
P0096,2025-03-19,17593.03,16560.89,18613.0,17588.97
P0096,2025-03-26,17390.99,18653.65,19016.57,18353.74
P0096,2025-04-02,17478.34,16093.03,18154.62,17242.0
P0096,2025-04-09,18480.28,17660.6,18594.18,18245.02
P0096,2025-04-16,16524.51,18687.0,17411.81,17541.11
P0096,2025-04-23,16164.99,16214.07,19317.43,17232.16
P0096,2025-04-30,16929.76,18804.06,16434.68,17389.5
P0096,2025-05-07,18912.2,16159.29,17061.27,17377.59
P0096,2025-05-14,17968.27,17375.29,17443.3,17595.62
P0096,2025-05-21,15827.71,16072.04,19592.16,17163.97
P0096,2025-05-28,18780.75,17722.41,19397.62,18633.59
P0096,2025-06-04,17298.63,19367.13,18787.98,18484.58
P0096,2025-06-11,16616.89,17759.96,19514.23,17963.69
P0096,2025-06-18,15865.84,16184.44,19318.52,17122.93
P0096,2025-06-25,17730.24,17379.1,19084.15,18064.5
P0096,2025-07-02,19137.54,18667.68,19550.36,19118.53
P0096,2025-07-09,16764.9,18973.85,18967.89,18235.55
P0096,2025-07-16,18411.44,17272.77,17823.06,17835.76
P0096,2025-07-23,18729.83,19324.43,18632.59,18895.62
P0096,2025-07-30,18321.57,16108.48,17653.27,17361.11
P0096,2025-08-06,17107.04,19490.15,18307.85,18301.68
P0096,2025-08-13,19014.74,18835.13,19182.12,19010.66
P0096,2025-08-20,17413.97,16294.15,17988.65,17232.26
P0096,2025-08-27,16048.33,17827.12,18529.56,17468.34
P0096,2025-09-03,18107.06,17982.22,18946.78,18345.35
P0096,2025-09-10,17431.7,17389.45,17442.25,17421.13
P0096,2025-09-17,18221.64,18832.55,18671.38,18575.19
P0096,2025-09-24,16522.99,17378.93,18335.79,17412.57
P0096,2025-10-01,17033.56,16303.4,18438.73,17258.56
P0096,2025-10-08,18655.7,16161.99,19370.51,18062.73
P0096,2025-10-15,15971.56,19526.2,19106.75,18201.5
P0096,2025-10-22,16186.7,19263.37,17205.58,17551.88
P0096,2025-10-29,17554.09,19493.51,17159.15,18068.92
P0096,2025-11-05,17796.67,18105.61,19349.19,18417.16
P0096,2025-11-12,17800.54,19508.1,17052.17,18120.27
P0096,2025-11-19,17759.02,16502.84,19596.86,17952.91
P0096,2025-11-26,18896.93,19144.89,18620.26,18887.36
P0096,2025-12-03,17742.62,16249.74,16518.67,16837.01
P0096,2025-12-10,16172.45,18397.53,18152.67,17574.22
P0096,2025-12-17,16621.02,16533.69,18502.13,17218.95
P0096,2025-12-24,18634.11,18892.22,18508.25,18678.19
P0096,2025-12-31,18875.67,17807.95,18280.87,18321.5
P0097,2025-01-01,10493.79,10767.16,11001.49,10754.15
P0097,2025-01-08,10346.09,10405.96,10664.53,10472.19
P0097,2025-01-15,9356.19,10525.47,11307.27,10396.31
P0097,2025-01-22,9663.63,10590.02,11589.69,10614.45
P0097,2025-01-29,10047.57,10833.21,10708.22,10529.67
P0097,2025-02-05,10377.19,11456.25,10527.37,10786.94
P0097,2025-02-12,11252.72,10898.96,11678.17,11276.62
P0097,2025-02-19,9666.22,9450.4,10018.8,9711.81
P0097,2025-02-26,11068.67,9912.74,11020.6,10667.34
P0097,2025-03-05,10270.02,9903.54,10633.78,10269.11
P0097,2025-03-12,10886.45,10514.09,11595.89,10998.81
P0097,2025-03-19,10443.08,10586.0,9663.79,10230.96
P0097,2025-03-26,10176.89,10094.32,10620.66,10297.29
P0097,2025-04-02,10763.2,10301.18,10205.32,10423.23
P0097,2025-04-09,10024.67,10899.23,11295.2,10739.7
P0097,2025-04-16,11166.43,10542.57,11421.77,11043.59
P0097,2025-04-23,10271.84,11334.29,10073.4,10559.84
P0097,2025-04-30,10258.13,9516.63,10132.68,9969.15
P0097,2025-05-07,9855.71,9571.89,11224.32,10217.31
P0097,2025-05-14,9219.0,10792.43,10784.19,10265.21
P0097,2025-05-21,10683.42,10234.61,10560.13,10492.72
P0097,2025-05-28,9210.95,10719.46,10235.62,10055.34
P0097,2025-06-04,10437.0,9595.25,10831.44,10287.9
P0097,2025-06-11,10960.79,11445.55,10011.69,10806.01
P0097,2025-06-18,10909.77,10914.83,10658.89,10827.83
P0097,2025-06-25,9192.59,10515.57,10454.75,10054.3
P0097,2025-07-02,9856.09,10110.09,9770.03,9912.07
P0097,2025-07-09,10827.28,10995.7,10137.57,10653.52
P0097,2025-07-16,9575.69,10987.16,10325.89,10296.25
P0097,2025-07-23,9860.41,10198.67,11085.25,10381.44
P0097,2025-07-30,11240.75,10758.89,10560.69,10853.44
P0097,2025-08-06,10211.65,10500.66,10005.58,10239.3
P0097,2025-08-13,11038.9,10096.18,10303.4,10479.49
P0097,2025-08-20,10335.85,11002.55,11058.54,10798.98
P0097,2025-08-27,10055.66,11130.23,10421.67,10535.85
P0097,2025-09-03,10688.54,10379.14,9729.92,10265.87
P0097,2025-09-10,10343.02,10823.93,10931.55,10699.5
P0097,2025-09-17,9760.78,10981.93,11434.63,10725.78
P0097,2025-09-24,10847.93,11244.85,11023.44,11038.74
P0097,2025-10-01,9353.13,9680.13,11120.72,10051.33
P0097,2025-10-08,10642.73,11304.98,9935.68,10627.8
P0097,2025-10-15,10106.48,11419.36,10186.76,10570.87
P0097,2025-10-22,11123.42,10504.36,10354.67,10660.82
P0097,2025-10-29,9996.62,9610.95,10551.15,10052.91
P0097,2025-11-05,10764.89,9538.36,11247.24,10516.83
P0097,2025-11-12,9378.37,10731.72,11005.79,10371.96
P0097,2025-11-19,9322.7,9442.73,11292.96,10019.46
P0097,2025-11-26,10637.73,11424.62,10549.49,10870.61
P0097,2025-12-03,9592.33,11202.53,10413.6,10402.82
P0097,2025-12-10,10581.54,11161.99,9951.19,10564.91
P0097,2025-12-17,10681.49,10401.98,10087.46,10390.31
P0097,2025-12-24,10031.95,10296.75,11344.95,10557.88
P0097,2025-12-31,11220.48,11139.08,10462.07,10940.54
P0098,2025-01-01,11143.09,12964.49,11752.67,11953.42
P0098,2025-01-08,13487.8,11703.38,12114.38,12435.19
P0098,2025-01-15,12567.75,11447.42,13999.68,12671.62
P0098,2025-01-22,12154.55,12213.02,13995.99,12787.85
P0098,2025-01-29,12619.28,11451.37,13715.01,12595.22
P0098,2025-02-05,13225.09,12014.0,12813.35,12684.15
P0098,2025-02-12,12754.42,11768.88,13620.05,12714.45
P0098,2025-02-19,13284.13,12310.11,11687.07,12427.1
P0098,2025-02-26,11931.36,13523.67,13760.34,13071.79
P0098,2025-03-05,12595.0,12024.93,13740.15,12786.69
P0098,2025-03-12,11835.94,12013.86,12719.91,12189.9
P0098,2025-03-19,12235.92,13478.37,11659.54,12457.94
P0098,2025-03-26,11664.85,11544.28,13465.53,12224.89
P0098,2025-04-02,12647.3,12956.27,13072.06,12891.88
P0098,2025-04-09,12432.94,13096.25,12745.59,12758.26
P0098,2025-04-16,12235.54,13396.72,11969.91,12534.06
P0098,2025-04-23,11740.35,13153.34,12558.5,12484.06
P0098,2025-04-30,13289.53,12571.01,13040.79,12967.11
P0098,2025-05-07,12148.6,13690.72,12738.97,12859.43
P0098,2025-05-14,13473.15,12341.08,13799.87,13204.7
P0098,2025-05-21,12433.96,11915.21,12052.22,12133.8
P0098,2025-05-28,11431.81,12639.48,11949.97,12007.09
P0098,2025-06-04,12277.63,13543.46,13751.32,13190.8
P0098,2025-06-11,12601.92,11670.91,12913.9,12395.58
P0098,2025-06-18,11915.53,12461.27,12266.25,12214.35
P0098,2025-06-25,13372.48,13666.44,13528.32,13522.41
P0098,2025-07-02,12083.32,12087.67,12550.39,12240.46
P0098,2025-07-09,13520.16,12691.54,13896.88,13369.53
P0098,2025-07-16,11257.16,11423.59,14061.64,12247.46
P0098,2025-07-23,12094.68,11630.62,12487.34,12070.88
P0098,2025-07-30,12031.9,12499.22,12602.19,12377.77
P0098,2025-08-06,12025.51,11914.7,12118.24,12019.48
P0098,2025-08-13,11703.63,13587.58,12235.58,12508.93
P0098,2025-08-20,13401.8,11711.68,13576.77,12896.75
P0098,2025-08-27,12081.93,13736.86,13140.37,12986.39
P0098,2025-09-03,12404.45,11604.31,12951.67,12320.14
P0098,2025-09-10,11616.97,13087.01,13371.96,12691.98
P0098,2025-09-17,13104.21,13707.92,13392.53,13401.55
P0098,2025-09-24,13208.16,11955.35,12276.58,12480.03
P0098,2025-10-01,13244.39,11864.6,12916.2,12675.06
P0098,2025-10-08,11978.97,13603.19,14018.54,13200.23
P0098,2025-10-15,12485.8,12765.78,13230.08,12827.22
P0098,2025-10-22,13084.28,13150.13,12850.74,13028.38
P0098,2025-10-29,11225.55,11978.98,13307.49,12170.67
P0098,2025-11-05,11566.24,11912.77,13197.67,12225.56
P0098,2025-11-12,11813.26,12441.58,11733.21,11996.02
P0098,2025-11-19,12917.24,12466.5,11908.77,12430.84
P0098,2025-11-26,13324.05,13236.29,13186.97,13249.1
P0098,2025-12-03,11713.91,13000.94,13373.02,12695.96
P0098,2025-12-10,13364.42,11941.2,11707.44,12337.69
P0098,2025-12-17,11179.01,13483.36,13016.13,12559.5
P0098,2025-12-24,12872.23,13710.85,12405.36,12996.15
P0098,2025-12-31,12692.22,12840.64,13829.88,13120.91
P0099,2025-01-01,14012.63,14853.04,16255.52,15040.4
P0099,2025-01-08,15796.27,14301.82,15296.01,15131.37
P0099,2025-01-15,15216.84,14266.5,13898.88,14460.74
P0099,2025-01-22,13523.49,14875.66,15645.72,14681.62
P0099,2025-01-29,15772.95,13801.74,16033.64,15202.78
P0099,2025-02-05,15350.39,14113.88,13719.24,14394.5
P0099,2025-02-12,15410.19,14897.27,16201.23,15502.9
P0099,2025-02-19,14513.84,13500.9,14960.78,14325.17
P0099,2025-02-26,13256.17,13549.0,15403.57,14069.58
P0099,2025-03-05,14396.68,15437.24,15489.43,15107.78
P0099,2025-03-12,13189.42,13657.46,14984.49,13943.79
P0099,2025-03-19,14313.66,13891.24,13722.47,13975.79
P0099,2025-03-26,15130.92,14896.06,16346.82,15457.93
P0099,2025-04-02,13418.96,15686.93,16602.97,15236.29
P0099,2025-04-09,14646.19,15231.8,16107.78,15328.59
P0099,2025-04-16,14387.0,14607.88,14747.29,14580.72
P0099,2025-04-23,15078.23,14107.35,14177.63,14454.4
P0099,2025-04-30,14404.52,14614.79,16619.4,15212.9
P0099,2025-05-07,13155.65,15915.9,16134.46,15068.67
P0099,2025-05-14,15336.53,14758.77,16635.77,15577.02
P0099,2025-05-21,13169.28,13714.01,15728.69,14203.99
P0099,2025-05-28,13637.31,13620.82,15724.73,14327.62
P0099,2025-06-04,13200.01,15273.34,16360.26,14944.54
P0099,2025-06-11,14906.03,13835.66,15791.87,14844.52
P0099,2025-06-18,14664.69,15906.29,14712.62,15094.53
P0099,2025-06-25,14444.39,15816.95,15365.24,15208.86
P0099,2025-07-02,13206.36,15032.84,15088.94,14442.71
P0099,2025-07-09,13957.4,14691.01,15955.91,14868.11
P0099,2025-07-16,14829.72,14787.43,15309.68,14975.61
P0099,2025-07-23,13222.13,14737.62,16430.89,14796.88
P0099,2025-07-30,15850.25,13566.25,15499.42,14971.97
P0099,2025-08-06,14443.46,15343.52,14214.37,14667.12
P0099,2025-08-13,15137.89,15635.64,14606.82,15126.78
P0099,2025-08-20,13595.24,15502.77,15156.14,14751.38
P0099,2025-08-27,13276.25,15149.86,14058.53,14161.55
P0099,2025-09-03,15580.1,13563.14,15226.45,14789.9
P0099,2025-09-10,15052.76,13713.21,14425.66,14397.21
P0099,2025-09-17,13790.1,15023.38,16251.13,15021.54
P0099,2025-09-24,14353.38,13738.0,14146.37,14079.25
P0099,2025-10-01,14983.24,15277.38,14281.66,14847.43
P0099,2025-10-08,15045.82,14133.7,14555.41,14578.31
P0099,2025-10-15,15499.61,15674.71,14494.58,15222.97
P0099,2025-10-22,14976.18,15556.24,14829.74,15120.72
P0099,2025-10-29,13858.38,14293.39,14746.49,14299.42
P0099,2025-11-05,16017.0,15205.97,15259.97,15494.31
P0099,2025-11-12,14176.47,13515.55,15118.78,14270.27
P0099,2025-11-19,15789.74,15052.61,13744.96,14862.44
P0099,2025-11-26,14707.87,13495.53,16498.97,14900.79
P0099,2025-12-03,14201.85,15522.33,14243.32,14655.83
P0099,2025-12-10,14340.84,14986.04,15926.98,15084.62
P0099,2025-12-17,15036.21,15154.05,16032.85,15407.7
P0099,2025-12-24,14494.13,16230.95,13708.35,14811.14
P0099,2025-12-31,15857.53,15850.88,14523.96,15410.79
P0100,2025-01-01,11066.06,11063.84,12478.37,11536.09
P0100,2025-01-08,11216.2,11648.6,11818.43,11561.08
P0100,2025-01-15,11399.86,11489.3,11053.09,11314.08
P0100,2025-01-22,10326.49,11435.88,10757.53,10839.97
P0100,2025-01-29,10705.97,12262.3,11703.69,11557.32
P0100,2025-02-05,10810.32,10473.18,12286.3,11189.93
P0100,2025-02-12,10213.65,11021.11,11134.86,10789.87
P0100,2025-02-19,10246.98,10880.31,12019.81,11049.03
P0100,2025-02-26,10705.41,11410.98,11357.1,11157.83
P0100,2025-03-05,11888.26,10640.2,10796.0,11108.15
P0100,2025-03-12,10761.02,12035.97,10744.86,11180.62
P0100,2025-03-19,10599.5,10389.33,12519.41,11169.41
P0100,2025-03-26,11233.32,10904.68,10412.13,10850.04
P0100,2025-04-02,11899.98,10526.74,10735.41,11054.04
P0100,2025-04-09,11279.51,11751.55,12512.78,11847.95
P0100,2025-04-16,10629.45,11866.36,10414.63,10970.15
P0100,2025-04-23,11881.47,10700.52,12209.96,11597.32
P0100,2025-04-30,12098.66,11206.9,10648.27,11317.94
P0100,2025-05-07,10914.53,11163.68,10800.67,10959.63
P0100,2025-05-14,11148.96,10594.74,12236.25,11326.65
P0100,2025-05-21,10139.34,10348.36,11424.61,10637.44
P0100,2025-05-28,10587.92,11582.76,11779.45,11316.71
P0100,2025-06-04,11966.33,12112.91,10970.63,11683.29
P0100,2025-06-11,12106.8,12214.83,11683.13,12001.59
P0100,2025-06-18,11643.85,12029.32,12610.53,12094.57
P0100,2025-06-25,10939.94,11678.32,11391.39,11336.55
P0100,2025-07-02,11420.08,12301.44,10717.5,11479.67
P0100,2025-07-09,10851.97,10848.11,10931.03,10877.04
P0100,2025-07-16,11184.82,10674.59,11698.3,11185.9
P0100,2025-07-23,11369.26,11951.55,12245.18,11855.33
P0100,2025-07-30,11921.54,10719.49,12087.2,11576.08
P0100,2025-08-06,10946.75,10918.86,10472.37,10779.33
P0100,2025-08-13,10060.67,11969.58,12411.17,11480.47
P0100,2025-08-20,11772.51,10730.51,12652.37,11718.46
P0100,2025-08-27,11148.81,10248.44,10689.71,10695.65
P0100,2025-09-03,10751.87,11184.38,11005.69,10980.65
P0100,2025-09-10,11166.91,12307.4,11981.04,11818.45
P0100,2025-09-17,10924.53,11123.64,10621.56,10889.91
P0100,2025-09-24,10858.31,10371.92,11237.98,10822.74
P0100,2025-10-01,10947.91,11437.58,11131.14,11172.21
P0100,2025-10-08,10912.79,10631.71,10981.52,10842.01
P0100,2025-10-15,10484.46,11502.54,10573.31,10853.44
P0100,2025-10-22,10025.83,11472.89,12662.1,11386.94
P0100,2025-10-29,11035.54,11514.69,11894.75,11481.66
P0100,2025-11-05,12069.02,10228.08,12424.65,11573.92
P0100,2025-11-12,11780.31,11561.22,11857.08,11732.87
P0100,2025-11-19,10610.11,10264.92,10631.94,10502.32
P0100,2025-11-26,12001.29,12076.82,11196.25,11758.12
P0100,2025-12-03,10077.6,10293.73,11657.36,10676.23
P0100,2025-12-10,10505.47,11618.73,10777.22,10967.14
P0100,2025-12-17,10464.65,12186.34,11786.89,11479.29
P0100,2025-12-24,11085.08,10954.12,11158.06,11065.75
P0100,2025-12-31,10360.94,10704.07,11791.53,10952.18
P0101,2025-01-01,20312.29,18337.77,18356.76,19002.27
P0101,2025-01-08,20414.12,17873.0,21298.04,19861.72
P0101,2025-01-15,20156.27,20157.77,18033.74,19449.26
P0101,2025-01-22,19091.33,17825.88,21777.45,19564.89
P0101,2025-01-29,19830.12,21275.57,19804.2,20303.3
P0101,2025-02-05,18722.25,19388.85,21384.51,19831.87
P0101,2025-02-12,20604.22,19330.67,18458.42,19464.44
P0101,2025-02-19,20507.23,17632.88,20864.89,19668.33
P0101,2025-02-26,18612.0,20579.33,20275.55,19822.29
P0101,2025-03-05,19522.31,18244.78,21304.84,19690.64
P0101,2025-03-12,18883.13,19112.36,20556.53,19517.34
P0101,2025-03-19,20904.17,19187.5,18768.45,19620.04
P0101,2025-03-26,20275.08,21346.51,20834.91,20818.83
P0101,2025-04-02,20129.34,20740.14,21656.03,20841.84
P0101,2025-04-09,20929.19,19069.77,20380.79,20126.58
P0101,2025-04-16,20339.43,20843.12,18869.83,20017.46
P0101,2025-04-23,17511.79,18122.92,18948.91,18194.54
P0101,2025-04-30,17758.31,21274.42,21521.88,20184.87
P0101,2025-05-07,19640.49,20645.42,18781.11,19689.01
P0101,2025-05-14,17705.18,17710.48,21619.54,19011.73
P0101,2025-05-21,19865.59,20266.83,18813.57,19648.66
P0101,2025-05-28,19266.84,19408.84,19170.68,19282.12
P0101,2025-06-04,20686.77,20912.68,19803.77,20467.74
P0101,2025-06-11,19015.6,19022.34,21079.29,19705.74
P0101,2025-06-18,18997.97,20906.69,19455.74,19786.8
P0101,2025-06-25,19540.25,18685.53,20506.71,19577.5
P0101,2025-07-02,19064.6,20412.13,20466.1,19980.94
P0101,2025-07-09,17449.37,19077.33,21799.35,19442.02
P0101,2025-07-16,19992.5,17940.87,21210.07,19714.48
P0101,2025-07-23,19575.39,20252.44,20964.96,20264.26
P0101,2025-07-30,19361.08,21054.68,19978.48,20131.41
P0101,2025-08-06,20225.04,18674.98,19638.15,19512.72
P0101,2025-08-13,18144.01,20670.56,18592.74,19135.77
P0101,2025-08-20,18147.8,20415.99,21427.89,19997.23
P0101,2025-08-27,20181.53,20401.75,19792.63,20125.3
P0101,2025-09-03,20813.43,19551.58,21237.23,20534.08
P0101,2025-09-10,20162.48,18896.16,19326.76,19461.8
P0101,2025-09-17,20105.83,18712.46,19579.51,19465.93
P0101,2025-09-24,19622.29,20545.79,20294.67,20154.25
P0101,2025-10-01,18991.14,21299.0,18854.05,19714.73
P0101,2025-10-08,17795.18,18716.76,21509.14,19340.36
P0101,2025-10-15,17604.79,17844.97,18881.67,18110.48
P0101,2025-10-22,20492.14,19461.5,19708.17,19887.27
P0101,2025-10-29,19941.92,17858.31,19930.03,19243.42
P0101,2025-11-05,20746.64,17850.37,19934.03,19510.35
P0101,2025-11-12,17288.36,20719.57,21410.32,19806.08
P0101,2025-11-19,17400.05,17541.7,20042.67,18328.14
P0101,2025-11-26,18355.4,20182.69,18366.51,18968.2
P0101,2025-12-03,18498.16,21424.21,19837.08,19919.82
P0101,2025-12-10,18655.0,21066.62,19328.6,19683.41
P0101,2025-12-17,19557.84,19921.05,21143.9,20207.6
P0101,2025-12-24,21014.41,20356.32,18977.42,20116.05
P0101,2025-12-31,18404.59,19779.52,21299.23,19827.78
P0102,2025-01-01,18520.91,18756.93,16585.79,17954.54
P0102,2025-01-08,17313.22,16894.6,16015.53,16741.12
P0102,2025-01-15,17338.21,18877.16,16415.55,17543.64
P0102,2025-01-22,17648.95,17436.99,15974.87,17020.27
P0102,2025-01-29,15246.92,16972.56,17579.36,16599.61
P0102,2025-02-05,17036.31,16148.16,16782.59,16655.69
P0102,2025-02-12,15603.76,17458.73,17624.05,16895.51
P0102,2025-02-19,16153.1,17264.98,19064.51,17494.2
P0102,2025-02-26,15385.62,17287.93,16436.33,16369.96
P0102,2025-03-05,16142.93,18585.45,19211.53,17979.97
P0102,2025-03-12,17770.2,18843.3,16290.75,17634.75
P0102,2025-03-19,15660.98,16486.87,17509.5,16552.45
P0102,2025-03-26,15763.84,15917.9,18222.76,16634.83
P0102,2025-04-02,16222.7,16431.72,18899.61,17184.68
P0102,2025-04-09,15544.68,17949.76,15878.28,16457.57
P0102,2025-04-16,17677.7,15557.62,17215.74,16817.02
P0102,2025-04-23,16194.24,16434.99,16465.35,16364.86
P0102,2025-04-30,18114.15,18706.7,16714.7,17845.18
P0102,2025-05-07,15748.12,15944.26,18666.98,16786.45
P0102,2025-05-14,16193.84,18281.88,15928.09,16801.27
P0102,2025-05-21,16756.81,15898.82,19272.05,17309.23
P0102,2025-05-28,16633.88,17836.63,17564.83,17345.11
P0102,2025-06-04,15471.65,17499.99,16251.0,16407.55
P0102,2025-06-11,17347.34,18878.23,16142.42,17456.0
