transaction_id,date,product_id,category,unit_price,discount_pct,competitor_price,promotion_flag,quantity_sold,revenue,gross_profit
T033001,2025-03-12,P0024,Home & Kitchen,10956.73,4.76,11048.46,0,13,142437.49,40424.8
T035825,2025-03-12,P0143,Beauty,387.43,4.9,398.2,0,2,774.86,169.3
T029323,2025-03-12,P0363,Beauty,15142.16,4.28,16102.72,0,22,333127.52,157419.9
T048297,2025-03-12,P0357,Electronics,2623.42,5.78,2943.22,0,6,15740.52,3439.98
T011341,2025-03-12,P0363,Beauty,15142.25,4.28,16865.35,0,15,227133.75,107333.1
T023698,2025-03-12,P0091,Electronics,15216.58,4.83,16168.2,0,22,334764.76,124815.24
T000029,2025-03-12,P0068,Fashion,12405.6,7.94,12478.56,0,9,111650.4,52104.96
T027274,2025-03-12,P0369,Electronics,3622.14,12.04,4359.57,1,16,57954.24,25837.6
T027259,2025-03-12,P0221,Fashion,4806.19,7.63,4883.9,0,8,38449.52,12401.6
T054622,2025-03-12,P0331,Home & Kitchen,10210.23,1.1,10635.07,0,10,102102.3,35544.1
T087474,2025-03-12,P0118,Electronics,15740.46,7.67,18034.08,1,23,362030.58,141104.08
T017788,2025-03-12,P0496,Home & Kitchen,13449.91,7.26,13229.05,1,16,215198.56,97041.76
T004146,2025-03-12,P0012,Sports,12392.28,6.27,13384.07,0,17,210668.76,50474.7
T009211,2025-03-12,P0348,Electronics,4236.25,6.6,4281.6,1,8,33890.0,8320.24
T011737,2025-03-12,P0220,Fashion,4380.44,12.58,4511.6,1,5,21902.2,3940.85
T094407,2025-03-12,P0424,Beauty,616.72,15.84,723.72,1,3,1850.16,217.92
T027483,2025-03-12,P0189,Beauty,9069.14,6.33,8869.18,1,20,181382.8,85505.6
T031480,2025-03-12,P0476,Sports,9892.85,0.23,8995.31,0,5,49464.25,24620.05
T058277,2025-03-12,P0200,Fashion,9600.0,16.61,12380.77,1,16,153600.0,52345.6
T025734,2025-03-12,P0327,Beauty,19468.4,0.21,21253.41,0,17,330962.8,153193.12
T083517,2025-03-12,P0230,Fashion,2018.89,4.73,2321.68,0,1,2018.89,999.14
T008943,2025-03-12,P0413,Sports,12326.65,6.33,13034.36,0,20,246533.0,101705.8
T018272,2025-03-12,P0060,Home & Kitchen,17270.24,0.55,18216.14,0,21,362675.04,179094.51
T054539,2025-03-12,P0094,Beauty,2574.98,0.56,2712.13,0,7,18024.86,8823.71
T098154,2025-03-12,P0310,Home & Kitchen,15576.7,6.15,15581.22,0,23,358264.1,143397.41
T025155,2025-03-12,P0488,Home & Kitchen,14301.7,6.5,14694.48,0,15,214525.5,92547.45
T057786,2025-03-12,P0093,Fashion,13012.52,1.23,13294.52,0,14,182175.28,92586.2
T064232,2025-03-12,P0461,Electronics,9356.39,5.02,10758.87,0,11,102920.29,22161.48
T072179,2025-03-12,P0010,Fashion,4853.89,5.67,5189.01,1,6,29123.34,11913.72
T071848,2025-03-12,P0167,Home & Kitchen,17023.46,5.9,16865.87,0,9,153211.14,54652.41
T065754,2025-03-12,P0210,Electronics,8199.11,7.7,8905.09,0,12,98389.32,30565.8
T036003,2025-03-12,P0358,Beauty,11236.36,1.31,10468.65,0,12,134836.32,66006.72
T063970,2025-03-12,P0449,Home & Kitchen,13029.14,0.24,13263.38,0,9,117262.26,51621.93
T009012,2025-03-12,P0316,Fashion,11941.87,8.61,13042.71,1,9,107476.83,27774.09
T067681,2025-03-12,P0377,Fashion,16506.71,12.68,18414.86,1,32,528214.72,166215.36
T091034,2025-03-12,P0221,Fashion,4761.19,8.5,5006.93,1,5,23805.95,7526.0
T048056,2025-03-12,P0427,Home & Kitchen,10558.19,6.16,10949.37,0,11,116140.09,43023.09
T086267,2025-03-12,P0355,Electronics,7464.15,5.82,7543.35,0,12,89569.8,25141.92
T007253,2025-03-12,P0060,Home & Kitchen,15064.1,13.25,16609.39,1,19,286217.9,120121.23
T097435,2025-03-12,P0435,Electronics,3893.51,3.05,3892.86,0,3,11680.53,4666.35
T083616,2025-03-12,P0063,Fashion,6166.12,5.95,6192.34,0,11,67827.32,13478.52
T004299,2025-03-12,P0369,Electronics,3861.27,6.23,4398.48,0,10,38612.7,18539.8
T029312,2025-03-12,P0419,Fashion,14123.8,5.35,14306.26,0,11,155361.8,56273.03
T017753,2025-03-12,P0210,Electronics,8220.12,7.46,9477.41,0,15,123301.8,38522.4
T054415,2025-03-12,P0190,Electronics,1342.55,3.51,1512.21,0,3,4027.65,1838.37
T017702,2025-03-12,P0292,Electronics,10097.26,2.73,11146.58,0,20,201945.2,44413.0
T058693,2025-03-12,P0148,Beauty,754.05,4.67,840.08,0,5,3770.25,1715.35
T050658,2025-03-12,P0388,Electronics,11925.11,6.17,11518.67,0,16,190801.76,32228.0
T033245,2025-03-12,P0486,Sports,7154.09,5.19,7213.71,1,8,57232.72,23861.44
T077165,2025-03-12,P0023,Home & Kitchen,4915.87,1.08,4583.6,0,7,34411.09,14455.0
T047912,2025-03-12,P0177,Fashion,13641.39,6.5,15900.67,0,26,354676.14,77902.76
T080126,2025-03-12,P0493,Home & Kitchen,4324.91,22.19,5972.58,1,16,69198.56,17125.28
T086749,2025-03-12,P0084,Electronics,445.83,20.54,559.67,1,4,1783.32,473.84
T081220,2025-03-12,P0373,Electronics,11567.71,4.63,11032.76,0,15,173515.65,84362.1
T021135,2025-03-12,P0452,Beauty,20701.04,7.82,23018.91,0,24,496824.96,211033.92
T081527,2025-03-13,P0155,Sports,5875.38,19.27,7029.0,1,22,129258.36,20139.24
T032477,2025-03-13,P0389,Fashion,1355.73,7.97,1435.18,0,5,6778.65,2869.4
T062754,2025-03-13,P0290,Beauty,13544.08,1.81,14345.08,0,16,216705.28,85348.32
T024864,2025-03-13,P0366,Home & Kitchen,14466.81,2.83,14912.44,0,17,245935.77,60270.61
T048962,2025-03-13,P0051,Sports,7436.26,4.87,7493.62,0,10,74362.6,29959.6
T014882,2025-03-13,P0307,Beauty,13646.61,4.22,15025.01,0,14,191052.54,51566.76
T071846,2025-03-13,P0485,Beauty,10638.54,2.68,10199.53,0,14,148939.56,72335.9
T018700,2025-03-13,P0233,Beauty,19791.6,4.66,20175.3,0,30,593748.0,266561.7
T066943,2025-03-13,P0003,Fashion,7183.25,8.4,7904.13,1,15,107748.75,39531.9
T057194,2025-03-13,P0398,Home & Kitchen,23118.67,0.9,22694.99,0,23,531729.41,273166.63
T037533,2025-03-13,P0386,Fashion,3802.65,11.79,4536.68,1,7,26618.55,8068.2
T039283,2025-03-13,P0478,Beauty,531.51,5.52,596.61,0,6,3189.06,755.1
T040456,2025-03-13,P0322,Fashion,5674.74,0.76,5193.91,0,4,22698.96,6899.6
T054882,2025-03-13,P0444,Home & Kitchen,11075.56,3.65,11166.88,0,10,110755.6,47618.1
T078789,2025-03-13,P0087,Fashion,2619.86,0.55,2575.51,0,3,7859.58,3340.98
T014405,2025-03-13,P0387,Home & Kitchen,10130.03,6.68,10380.43,0,11,111430.33,18916.26
T020405,2025-03-13,P0077,Fashion,5487.02,18.69,6871.98,1,30,164610.6,32220.0
T073139,2025-03-13,P0370,Electronics,2741.2,5.85,2627.63,0,6,16447.2,7431.18
T025861,2025-03-13,P0334,Electronics,1797.61,6.07,1798.97,0,3,5392.83,1292.97
T029480,2025-03-13,P0175,Fashion,12345.06,3.88,12248.22,0,11,135795.66,56748.78
T005107,2025-03-13,P0294,Home & Kitchen,5838.82,9.92,7083.35,1,12,70065.84,12606.72
T075723,2025-03-13,P0040,Home & Kitchen,6079.16,0.91,6577.09,0,8,48633.28,21552.48
T063284,2025-03-13,P0290,Beauty,12812.27,7.12,14275.6,1,20,256245.4,92049.2
T007798,2025-03-13,P0482,Fashion,6079.22,1.06,6009.63,0,8,48633.76,24047.92
T090433,2025-03-13,P0035,Sports,8883.52,5.83,10317.33,0,10,88835.2,38421.2
T022437,2025-03-13,P0287,Beauty,2065.92,3.11,2161.83,0,10,20659.2,8920.0
T079220,2025-03-13,P0323,Fashion,5753.94,1.24,5284.65,0,6,34523.64,10207.5
T099938,2025-03-13,P0224,Home & Kitchen,1081.9,0.69,1016.06,0,2,2163.8,422.26
T097329,2025-03-13,P0278,Fashion,15273.48,3.3,16744.84,0,17,259649.16,97655.48
T038047,2025-03-13,P0098,Home & Kitchen,11984.75,5.17,11759.49,0,10,119847.5,28040.3
T029758,2025-03-13,P0356,Fashion,13439.82,17.4,15549.31,1,23,309115.86,37326.93
T008826,2025-03-13,P0465,Sports,8195.71,4.1,8674.72,0,6,49174.26,18379.5
T089740,2025-03-13,P0481,Beauty,8842.22,4.83,9816.49,0,14,123791.08,54618.2
T050998,2025-03-13,P0253,Sports,18398.5,15.26,22714.47,1,26,478361.0,203147.36
T005649,2025-03-13,P0197,Fashion,10125.03,21.71,13622.66,1,20,202500.6,56738.4
T013804,2025-03-13,P0303,Beauty,16926.3,4.39,18699.19,0,27,457010.1,150604.65
T062345,2025-03-13,P0461,Electronics,9383.89,4.74,10434.07,0,10,93838.9,20421.8
T071857,2025-03-13,P0319,Electronics,20050.8,2.51,19537.11,0,14,280711.2,118522.74
T072225,2025-03-13,P0124,Electronics,10234.38,2.4,10258.5,0,17,173984.46,39566.14
T097965,2025-03-13,P0298,Electronics,13277.35,9.57,14577.8,1,15,199160.25,50963.4
T058337,2025-03-13,P0318,Electronics,17962.17,5.4,19280.05,1,30,538865.1,228931.8
T076405,2025-03-13,P0244,Home & Kitchen,5562.73,2.08,5265.69,0,11,61190.03,14903.13
T046681,2025-03-13,P0453,Home & Kitchen,4924.27,21.13,6724.57,1,19,93561.13,24760.23
T052874,2025-03-13,P0298,Electronics,13856.93,5.62,14603.78,0,17,235567.81,67611.38
T015311,2025-03-13,P0242,Sports,2737.38,7.71,3242.59,0,6,16424.28,3578.94
T025003,2025-03-13,P0149,Electronics,1378.8,16.39,1645.25,1,11,15166.8,5086.4
T026423,2025-03-13,P0200,Fashion,11350.98,1.4,12136.67,0,15,170264.7,75338.7
T026025,2025-03-13,P0001,Home & Kitchen,6379.71,7.43,6922.8,0,5,31898.55,10750.4
T097595,2025-03-13,P0253,Sports,21287.38,1.95,20840.48,0,16,340598.08,171235.84
T091239,2025-03-13,P0335,Electronics,3301.0,0.35,3629.28,0,7,23107.0,8422.4
T062469,2025-03-13,P0302,Beauty,9773.86,4.07,10049.19,0,7,68417.02,27943.65
T024956,2025-03-13,P0353,Fashion,6999.16,5.42,7954.98,0,10,69991.6,28858.3
T009227,2025-03-13,P0249,Sports,3539.79,3.1,3795.67,0,10,35397.9,10259.0
T090039,2025-03-13,P0016,Electronics,9913.18,7.04,11266.02,0,6,59479.08,24610.26
T024078,2025-03-13,P0463,Fashion,5879.89,5.04,5945.56,0,3,17639.67,3652.68
T062575,2025-03-13,P0126,Home & Kitchen,10622.54,2.61,10052.16,0,13,138093.02,48914.06
T099631,2025-03-13,P0028,Beauty,10659.36,6.34,11631.87,0,18,191868.48,40897.08
T078053,2025-03-13,P0070,Sports,20106.85,1.71,19174.5,0,16,321709.6,159375.2
T070110,2025-03-13,P0012,Sports,13001.4,1.66,13559.93,0,7,91009.8,25047.54
T033140,2025-03-13,P0454,Sports,5949.09,5.85,6136.57,0,5,29745.45,7235.1
T037751,2025-03-13,P0021,Beauty,12361.85,4.35,12567.99,0,19,234875.15,73821.65
T047559,2025-03-13,P0409,Sports,1502.58,3.96,1467.0,0,4,6010.32,2903.04
T084415,2025-03-13,P0042,Beauty,13368.53,3.85,12997.0,0,13,173790.89,58525.61
T048133,2025-03-13,P0212,Fashion,6945.35,5.16,7116.87,0,4,27781.4,13806.92
T048113,2025-03-13,P0399,Fashion,22821.28,2.26,23589.86,0,26,593353.28,297369.28
T009565,2025-03-13,P0431,Electronics,3688.27,4.75,4040.64,0,8,29506.16,6461.6
T025965,2025-03-13,P0075,Fashion,7628.92,13.18,8795.47,1,14,106804.88,24924.76
T002389,2025-03-13,P0411,Home & Kitchen,7284.89,7.1,8484.54,0,8,58279.12,14825.52
T076346,2025-03-13,P0046,Fashion,13530.81,2.72,14115.46,0,22,297677.82,143511.94
T047283,2025-03-13,P0287,Beauty,2115.49,0.79,2069.64,0,3,6346.47,2824.71
T037775,2025-03-13,P0004,Beauty,1129.39,5.65,1137.0,1,5,5646.95,2144.6
T050576,2025-03-13,P0470,Sports,12205.52,10.38,14054.06,1,11,134260.72,54652.07
T083561,2025-03-13,P0254,Home & Kitchen,672.92,6.23,684.22,0,4,2691.68,1250.88
T028426,2025-03-13,P0350,Beauty,3569.36,5.57,3671.48,0,6,21416.16,3783.24
T054918,2025-03-13,P0003,Fashion,7331.01,6.52,7909.78,0,7,51317.07,19482.54
T067254,2025-03-13,P0447,Sports,6792.64,6.2,7589.09,0,5,33963.2,9325.55
T033116,2025-03-13,P0345,Home & Kitchen,448.78,6.4,508.46,0,4,1795.12,537.48
T073856,2025-03-13,P0072,Electronics,16798.42,3.68,16845.67,0,12,201581.04,63865.92
T070267,2025-03-13,P0130,Beauty,7006.72,5.28,7561.76,0,8,56053.76,12373.12
T068622,2025-03-13,P0291,Electronics,7203.38,9.82,7520.71,1,18,129660.84,30342.06
T003172,2025-03-13,P0302,Beauty,9559.71,6.17,10927.27,0,13,124276.23,49111.4
T047150,2025-03-13,P0479,Sports,11981.98,3.28,12451.66,0,16,191711.68,76760.8
T047127,2025-03-13,P0286,Electronics,1727.96,9.43,1979.88,1,3,5183.88,2250.87
T046997,2025-03-13,P0444,Home & Kitchen,8877.07,22.78,11422.9,1,10,88770.7,25633.2
T094940,2025-03-13,P0215,Fashion,17538.0,2.05,16561.23,0,15,263070.0,109010.1
T095954,2025-03-13,P0208,Fashion,12609.84,17.07,14632.81,1,22,277416.48,40463.72
T093737,2025-03-13,P0017,Home & Kitchen,3820.47,1.01,3572.61,0,4,15281.88,5559.28
T047608,2025-03-13,P0425,Electronics,13002.62,1.57,13081.71,0,18,234047.16,91069.92
T083356,2025-03-13,P0011,Electronics,14818.14,12.13,15753.99,1,22,325999.08,68550.68
T009148,2025-03-13,P0198,Sports,10176.36,2.86,9891.51,0,11,111939.96,41068.39
T071534,2025-03-13,P0113,Sports,2407.17,10.52,2536.06,1,4,9628.68,2788.24
T063878,2025-03-13,P0077,Fashion,5274.46,21.84,7038.68,1,21,110763.66,18090.24
T047964,2025-03-13,P0448,Fashion,12315.93,2.71,13023.08,0,20,246318.6,98470.4
T087467,2025-03-13,P0133,Electronics,12870.92,5.75,14176.09,0,13,167321.96,41137.07
T021803,2025-03-13,P0457,Electronics,17880.44,6.17,19084.77,0,28,500652.32,218379.28
T009166,2025-03-13,P0275,Beauty,8220.29,3.19,8209.74,0,9,73982.61,29989.08
T058146,2025-03-13,P0074,Fashion,11009.25,7.61,12064.09,0,18,198166.5,61492.68
T026118,2025-03-13,P0397,Sports,7425.42,6.54,7814.49,0,9,66828.78,32661.36
T015260,2025-03-13,P0480,Beauty,12951.0,8.61,14132.37,1,18,233118.0,101628.9
T037600,2025-03-13,P0081,Sports,8431.32,5.63,9459.86,0,14,118038.48,38542.7
T009181,2025-03-13,P0325,Sports,13722.37,15.88,16825.72,1,26,356781.62,122098.08
T041479,2025-03-13,P0357,Electronics,2632.96,5.43,2598.13,0,5,13164.8,2914.35
T037624,2025-03-13,P0184,Sports,12382.17,2.99,11785.81,0,13,160968.21,29634.93
T064509,2025-03-13,P0102,Fashion,16027.06,6.98,17430.42,0,18,288487.08,92838.6
T040846,2025-03-13,P0480,Beauty,13764.04,2.88,13220.27,0,15,206460.6,96886.35
T078418,2025-03-13,P0037,Home & Kitchen,12125.87,4.13,13225.1,0,14,169762.18,47593.0
T002497,2025-03-13,P0213,Fashion,9068.07,5.31,9139.79,1,17,154157.19,54246.15
T059197,2025-03-13,P0464,Beauty,12508.15,4.07,12094.59,0,14,175114.1,86947.7
T015233,2025-03-13,P0498,Electronics,7937.91,3.65,8755.9,0,12,95254.92,16749.84
T064517,2025-03-13,P0089,Sports,16489.29,5.81,17531.46,0,27,445210.83,182043.72
T064519,2025-03-13,P0112,Electronics,5815.13,18.72,6834.95,1,20,116302.6,37094.6
T002407,2025-03-13,P0157,Fashion,7319.47,7.69,7572.25,0,6,43916.82,18503.64
T063551,2025-03-13,P0235,Electronics,13544.54,7.56,13665.08,0,12,162534.48,65973.96
T008314,2025-03-13,P0144,Home & Kitchen,2647.27,14.41,3332.14,1,8,21178.16,1417.92
T044498,2025-03-13,P0350,Beauty,3125.4,17.32,3603.92,1,8,25003.2,1492.64
T073052,2025-03-13,P0284,Electronics,12640.57,3.18,14179.77,0,17,214889.69,68854.76
T086761,2025-03-13,P0042,Beauty,13163.63,5.33,15105.41,0,13,171127.19,55861.91
T082601,2025-03-13,P0228,Home & Kitchen,16714.89,1.43,15996.91,0,16,267438.24,95191.52
T060804,2025-03-13,P0295,Electronics,1747.11,6.78,1982.76,0,7,12229.77,4754.96
T035528,2025-03-13,P0103,Home & Kitchen,12996.46,3.77,13923.99,0,13,168953.98,66696.24
T030135,2025-03-13,P0312,Electronics,2836.94,4.4,2963.16,0,8,22695.52,8002.56
T027787,2025-03-13,P0423,Electronics,3607.96,0.42,3746.42,0,4,14431.84,5665.56
T011282,2025-03-13,P0490,Sports,9620.65,2.36,8879.85,0,13,125068.45,52809.51
T038393,2025-03-13,P0119,Sports,14262.45,6.66,15786.87,0,13,185411.85,68187.47
T095439,2025-03-13,P0338,Fashion,652.49,6.0,720.42,0,3,1957.47,430.53
T032304,2025-03-13,P0272,Fashion,675.7,5.08,740.56,0,3,2027.1,480.3
T096427,2025-03-13,P0308,Home & Kitchen,5838.53,7.33,5778.17,0,7,40869.71,14332.85
T039905,2025-03-13,P0407,Home & Kitchen,11750.51,6.02,11273.25,1,9,105754.59,20517.03
T056388,2025-03-13,P0427,Home & Kitchen,11127.06,1.1,10705.45,0,14,155778.84,62720.84
T005222,2025-03-13,P0458,Beauty,4434.13,1.98,4530.48,0,3,13302.39,4126.08
T076063,2025-03-13,P0017,Home & Kitchen,3228.38,16.35,3904.88,1,6,19370.28,4786.38
T036542,2025-03-13,P0202,Electronics,20345.66,5.16,21221.43,0,20,406913.2,167770.6
T012117,2025-03-13,P0233,Beauty,20275.6,2.32,21796.01,0,24,486614.4,224865.36
T080195,2025-03-13,P0267,Fashion,6321.19,1.99,6861.2,0,3,18963.57,4841.55
T011222,2025-03-13,P0163,Fashion,16229.36,1.94,15806.23,0,12,194752.32,71416.08
T014588,2025-03-13,P0128,Sports,19271.37,7.23,21481.54,0,11,211985.07,94785.79
T099914,2025-03-13,P0372,Electronics,624.59,18.45,793.23,1,13,8119.67,1425.97
T093095,2025-03-13,P0276,Beauty,4875.19,0.57,4770.09,0,6,29251.14,14850.42
T039671,2025-03-13,P0091,Electronics,15925.02,0.4,17568.63,0,19,302575.38,121255.34
T007348,2025-03-13,P0272,Fashion,686.09,3.63,770.75,0,1,686.09,170.49
T001889,2025-03-13,P0115,Fashion,3531.56,16.55,4309.88,1,16,56504.96,15650.4
T091521,2025-03-13,P0225,Home & Kitchen,9173.79,6.72,9390.36,0,16,146780.64,42277.44
T080297,2025-03-13,P0370,Electronics,2679.55,7.97,3193.21,0,6,16077.3,7061.28
T036862,2025-03-13,P0375,Electronics,8117.35,2.47,7798.67,0,13,105525.55,48996.48
T004926,2025-03-13,P0459,Electronics,15741.4,1.77,16998.45,0,18,283345.2,114519.6
T042783,2025-03-13,P0064,Home & Kitchen,16912.05,1.34,17921.36,0,20,338241.0,108984.6
T016556,2025-03-13,P0155,Sports,7062.69,2.95,7295.53,0,8,56501.52,16821.84
T002709,2025-03-13,P0090,Beauty,20607.47,5.92,21929.51,0,21,432756.87,190069.11
T044819,2025-03-13,P0300,Electronics,389.01,0.29,403.34,0,2,778.02,153.94
T042837,2025-03-13,P0038,Electronics,3139.28,1.91,3134.48,0,3,9417.84,4776.93
T011176,2025-03-13,P0140,Sports,9275.43,7.95,9216.78,0,9,83478.87,36815.49
T082041,2025-03-13,P0377,Fashion,17999.88,4.79,17743.17,0,9,161998.92,60186.6
T066181,2025-03-13,P0178,Home & Kitchen,10426.41,4.1,10937.93,0,9,93837.69,27873.63
T079632,2025-03-13,P0164,Beauty,11405.49,4.7,12431.79,0,20,228109.8,54670.4
T035381,2025-03-13,P0284,Electronics,12433.53,4.77,12264.91,0,13,161635.89,49962.12
T000582,2025-03-13,P0184,Sports,12052.91,5.57,12500.91,0,15,180793.65,29255.25
T022226,2025-03-13,P0177,Fashion,13364.68,8.39,13274.33,1,13,173740.84,35354.15
T030467,2025-03-13,P0436,Fashion,17135.6,6.05,17406.05,0,13,222762.8,72728.11
T031688,2025-03-13,P0025,Beauty,8828.34,0.4,8407.33,0,5,44141.7,17972.0
T099679,2025-03-13,P0388,Electronics,12431.69,2.18,12469.26,0,11,136748.59,27729.13
T061301,2025-03-13,P0051,Sports,6106.92,21.88,7247.14,1,17,103817.64,28332.54
T069700,2025-03-13,P0474,Sports,10191.01,3.35,9967.53,0,10,101910.1,22611.7
T016041,2025-03-13,P0481,Beauty,9281.29,0.11,9682.21,0,8,74250.32,34722.96
T018268,2025-03-13,P0316,Fashion,12795.63,2.08,12641.56,0,15,191934.45,59096.55
T014635,2025-03-13,P0381,Electronics,1954.28,23.01,2304.04,1,7,13679.96,4822.51
T049542,2025-03-13,P0006,Electronics,8402.04,7.29,9519.44,0,6,50412.24,24379.74
T094398,2025-03-13,P0422,Fashion,1073.44,2.4,1153.66,0,3,3220.32,787.8
T011771,2025-03-13,P0106,Electronics,12789.98,7.17,14217.46,0,13,166269.74,60475.35
T043712,2025-03-13,P0184,Sports,11079.53,13.2,11659.49,1,20,221590.6,19539.4
T043507,2025-03-13,P0355,Electronics,7484.79,5.56,8218.27,0,13,97302.27,27505.4
T019413,2025-03-13,P0158,Fashion,11986.96,5.29,13402.75,0,14,167817.44,78028.86
T082523,2025-03-13,P0158,Fashion,12001.14,5.18,13568.0,0,14,168015.96,78227.38
T025431,2025-03-13,P0105,Sports,1603.29,4.52,1614.8,0,1,1603.29,699.62
T011882,2025-03-13,P0311,Home & Kitchen,3871.67,13.88,4288.05,1,14,54203.38,12320.56
T011842,2025-03-13,P0109,Electronics,23299.84,3.45,22320.7,0,21,489296.64,237455.4
T031653,2025-03-13,P0047,Home & Kitchen,18603.29,3.28,18786.44,0,18,334859.22,152953.92
T096756,2025-03-13,P0198,Sports,9722.78,7.19,10783.96,0,14,136118.92,45918.74
T043551,2025-03-13,P0433,Beauty,2834.75,20.57,3479.96,1,7,19843.25,1070.16
T043440,2025-03-13,P0264,Beauty,7169.06,4.54,7426.57,0,13,93197.78,39647.27
T035226,2025-03-13,P0320,Home & Kitchen,15919.85,3.16,14893.4,0,11,175118.35,73994.25
T098164,2025-03-13,P0345,Home & Kitchen,453.83,5.35,440.13,0,4,1815.32,557.68
T004521,2025-03-13,P0340,Electronics,7040.71,2.09,7742.92,0,4,28162.84,13195.76
T000516,2025-03-13,P0142,Home & Kitchen,18622.86,7.71,18767.41,0,17,316588.62,114509.79
T078594,2025-03-13,P0337,Sports,8398.84,11.65,9604.74,1,13,109184.92,24617.97
T044309,2025-03-13,P0430,Electronics,6056.07,6.24,7090.9,0,6,36336.42,6227.46
T012055,2025-03-13,P0157,Fashion,7884.47,0.57,8236.91,0,16,126151.52,58383.04
T029317,2025-03-13,P0238,Electronics,16846.29,1.25,15794.06,0,15,252694.35,119393.1
T044254,2025-03-13,P0014,Electronics,8817.31,4.75,9929.97,0,7,61721.17,13284.04
T019330,2025-03-13,P0116,Sports,2263.69,3.0,2206.8,0,9,20373.21,5534.01
T024472,2025-03-13,P0178,Home & Kitchen,10071.97,7.36,10964.46,1,19,191367.43,52109.97
T081955,2025-03-13,P0262,Sports,4026.31,7.95,4147.82,0,8,32210.48,11733.28
T087259,2025-03-13,P0031,Beauty,12868.76,3.33,12555.3,0,16,205900.16,101947.52
T087261,2025-03-13,P0280,Fashion,15475.45,5.94,16390.51,0,22,340459.9,135442.12
T020876,2025-03-13,P0065,Home & Kitchen,2404.19,4.74,2512.28,0,6,14425.14,3148.08
T011640,2025-03-13,P0107,Home & Kitchen,1475.7,7.3,1717.96,0,2,2951.4,1317.92
T025142,2025-03-13,P0092,Fashion,14198.79,0.97,13177.02,0,11,156186.69,64011.64
T031641,2025-03-13,P0445,Fashion,10761.52,1.36,10374.93,0,23,247514.96,82368.52
T077263,2025-03-13,P0221,Fashion,4857.32,6.65,5407.41,1,12,58287.84,19215.96
T094421,2025-03-13,P0089,Sports,16348.27,6.62,16802.7,0,23,376010.21,151830.82
T003796,2025-03-13,P0404,Fashion,15220.55,3.11,14420.89,0,20,304411.0,143779.0
T035901,2025-03-13,P0374,Fashion,4042.61,0.07,4110.58,0,7,28298.27,8970.64
T027447,2025-03-13,P0238,Electronics,16133.49,5.43,17134.84,0,23,371070.27,166675.02
T036902,2025-03-13,P0331,Home & Kitchen,9615.58,6.86,10448.36,0,17,163464.86,50315.92
T099161,2025-03-13,P0415,Fashion,8069.01,6.9,9034.15,0,11,88759.11,23775.95
T016859,2025-03-13,P0124,Electronics,10454.08,0.31,9747.58,0,10,104540.8,25471.2
T090447,2025-03-13,P0105,Sports,1455.89,13.3,1566.8,1,5,7279.45,2761.1
T011850,2025-03-13,P0450,Electronics,11760.96,14.6,14933.32,1,19,223458.24,41484.03
T039452,2025-03-13,P0093,Fashion,12129.42,7.93,13749.68,0,18,218329.56,103143.6
T083800,2025-03-13,P0304,Fashion,2218.79,6.02,2171.52,0,5,11093.95,3615.6
T083277,2025-03-13,P0249,Sports,3648.69,0.12,4007.73,0,4,14594.76,4539.2
T073341,2025-03-13,P0336,Electronics,11336.75,2.31,12011.5,0,16,181388.0,91656.48
T073778,2025-03-13,P0067,Electronics,6551.35,0.31,7153.54,0,13,85167.55,40214.07
T094625,2025-03-13,P0473,Electronics,1814.57,6.97,1984.09,0,4,7258.28,1600.04
T051133,2025-03-13,P0347,Fashion,10289.61,22.16,12159.48,1,22,226371.42,63450.64
T068814,2025-03-13,P0486,Sports,7249.01,3.93,7635.79,0,11,79739.11,33853.6
T030825,2025-03-13,P0053,Sports,4600.39,4.13,4423.04,0,4,18401.56,8573.0
T026743,2025-03-13,P0398,Home & Kitchen,23135.93,0.83,22330.83,0,20,462718.6,237881.4
T034727,2025-03-13,P0403,Beauty,9510.26,7.19,10025.42,0,14,133143.64,49599.2
T042669,2025-03-13,P0427,Home & Kitchen,10491.35,6.75,10800.54,0,18,188844.3,69198.3
T080604,2025-03-13,P0331,Home & Kitchen,9343.55,9.5,9297.23,1,10,93435.5,26877.3
T071284,2025-03-13,P0117,Fashion,6882.12,5.51,7684.94,0,11,75703.32,18122.5
T010561,2025-03-13,P0496,Home & Kitchen,13385.2,7.71,13137.93,0,9,120466.8,54003.6
T071281,2025-03-13,P0363,Beauty,13982.76,11.61,14866.26,1,33,461431.08,197869.65
T010516,2025-03-13,P0031,Beauty,13072.76,1.79,12663.69,0,11,143800.36,72332.92
T058080,2025-03-13,P0178,Home & Kitchen,10562.97,2.84,11048.09,0,16,169007.52,51738.08
T015405,2025-03-13,P0265,Sports,9127.76,21.74,12425.82,1,25,228194.0,56939.5
T005617,2025-03-13,P0332,Fashion,3529.26,3.84,3902.51,0,7,24704.82,9562.56
T000272,2025-03-13,P0447,Sports,6835.3,5.61,7134.31,0,13,88858.9,24801.01
T052877,2025-03-13,P0014,Electronics,8446.7,8.75,10062.9,1,18,152040.6,27487.98
T037427,2025-03-13,P0307,Beauty,13588.5,4.62,14146.53,0,19,258181.5,68879.37
T066797,2025-03-13,P0457,Electronics,19051.23,0.02,17235.16,0,22,419127.06,197341.1
T057386,2025-03-13,P0238,Electronics,16344.45,4.19,18595.87,0,11,179788.95,82034.7
