product_id,date,opening_inventory,units_sold_estimate,closing_inventory,reorder_point,inventory_status
P0133,2025-07-01,152,58,242,30,High
P0133,2025-08-01,921,570,428,184,Normal
P0133,2025-09-01,805,496,436,161,Normal
P0133,2025-10-01,1025,273,1131,205,High
P0133,2025-11-01,1285,807,517,257,Normal
P0133,2025-12-01,185,57,176,37,High
P0134,2025-01-01,418,211,494,84,High
P0134,2025-02-01,1003,491,781,201,High
P0134,2025-03-01,1423,530,1342,285,High
P0134,2025-04-01,1062,654,750,212,Normal
P0134,2025-05-01,171,107,288,34,High
P0134,2025-06-01,791,376,897,158,High
P0134,2025-07-01,1022,559,507,204,Normal
P0134,2025-08-01,392,240,237,78,Normal
P0134,2025-09-01,1313,749,590,263,Normal
P0134,2025-10-01,739,200,891,148,High
P0134,2025-11-01,1020,623,629,204,Normal
P0134,2025-12-01,1408,445,1413,282,High
P0135,2025-01-01,430,246,624,86,High
P0135,2025-02-01,1479,885,1044,296,Normal
P0135,2025-03-01,1085,527,765,217,Normal
P0135,2025-04-01,974,401,1065,195,High
P0135,2025-05-01,688,191,707,138,High
P0135,2025-06-01,785,395,457,157,Normal
P0135,2025-07-01,710,281,870,142,High
P0135,2025-08-01,1453,557,925,291,Normal
P0135,2025-09-01,1043,631,486,209,Normal
P0135,2025-10-01,949,237,984,190,High
P0135,2025-11-01,557,210,636,111,High
P0135,2025-12-01,981,253,1178,196,High
P0136,2025-01-01,759,401,660,152,High
P0136,2025-02-01,272,137,559,54,High
P0136,2025-03-01,1155,584,1013,231,High
P0136,2025-04-01,357,158,684,71,High
P0136,2025-05-01,1329,608,953,266,Normal
P0136,2025-06-01,1292,808,969,258,High
P0136,2025-07-01,194,120,264,39,High
P0136,2025-08-01,637,274,658,127,High
P0136,2025-09-01,421,266,649,84,High
P0136,2025-10-01,580,264,664,116,High
P0136,2025-11-01,895,321,756,179,High
P0136,2025-12-01,326,129,363,65,High
P0137,2025-01-01,736,369,741,147,High
P0137,2025-02-01,1270,451,870,254,Normal
P0137,2025-03-01,1031,304,976,206,High
P0137,2025-04-01,337,212,282,67,High
P0137,2025-05-01,486,246,690,97,High
P0137,2025-06-01,708,316,646,142,High
P0137,2025-07-01,1243,679,738,249,Normal
P0137,2025-08-01,1322,629,734,264,Normal
P0137,2025-09-01,1280,730,763,256,Normal
P0137,2025-10-01,318,177,406,64,High
P0137,2025-11-01,913,344,688,183,High
P0137,2025-12-01,410,247,366,82,High
P0138,2025-01-01,519,273,259,104,Normal
P0138,2025-02-01,1406,499,1398,281,High
P0138,2025-03-01,894,498,883,179,High
P0138,2025-04-01,1255,460,887,251,Normal
P0138,2025-05-01,1461,402,1493,292,High
P0138,2025-06-01,658,243,851,132,High
P0138,2025-07-01,997,467,779,199,High
P0138,2025-08-01,226,74,448,45,High
P0138,2025-09-01,1310,360,1172,262,High
P0138,2025-10-01,590,278,326,118,Normal
P0138,2025-11-01,1420,405,1028,284,Normal
P0138,2025-12-01,1357,374,1210,271,High
P0139,2025-01-01,832,437,811,166,High
P0139,2025-02-01,178,45,518,36,High
P0139,2025-03-01,558,220,406,112,Normal
P0139,2025-04-01,1402,475,1352,280,High
P0139,2025-05-01,1434,615,958,287,Normal
P0139,2025-06-01,279,150,585,56,High
P0139,2025-07-01,900,273,1106,180,High
P0139,2025-08-01,1112,575,1000,222,High
P0139,2025-09-01,1407,812,817,281,Normal
P0139,2025-10-01,748,462,338,150,Normal
P0139,2025-11-01,915,442,798,183,High
P0139,2025-12-01,364,222,422,73,High
P0140,2025-01-01,1012,564,460,202,Normal
P0140,2025-02-01,1030,301,937,206,High
P0140,2025-03-01,1201,605,1066,240,High
P0140,2025-04-01,849,491,390,170,Normal
P0140,2025-05-01,926,472,470,185,Normal
P0140,2025-06-01,1323,432,948,265,Normal
P0140,2025-07-01,894,317,1008,179,High
P0140,2025-08-01,950,313,787,190,High
P0140,2025-09-01,402,251,162,80,Normal
P0140,2025-10-01,1079,305,1273,216,High
P0140,2025-11-01,1405,655,859,281,Normal
P0140,2025-12-01,1300,465,1199,260,High
P0141,2025-01-01,1059,543,899,212,High
P0141,2025-02-01,858,225,756,172,High
P0141,2025-03-01,1421,882,1010,284,Normal
P0141,2025-04-01,789,452,684,158,High
P0141,2025-05-01,883,542,398,177,Normal
P0141,2025-06-01,779,360,560,156,Normal
P0141,2025-07-01,214,117,367,43,High
P0141,2025-08-01,427,201,551,85,High
P0141,2025-09-01,1422,553,988,284,Normal
P0141,2025-10-01,740,189,615,148,High
P0141,2025-11-01,314,190,350,63,High
P0141,2025-12-01,1024,381,919,205,High
P0142,2025-01-01,1205,460,752,241,Normal
P0142,2025-02-01,423,186,490,85,High
P0142,2025-03-01,427,197,661,85,High
P0142,2025-04-01,1493,569,1075,299,Normal
P0142,2025-05-01,182,86,565,36,High
P0142,2025-06-01,499,215,656,100,High
P0142,2025-07-01,508,230,722,102,High
P0142,2025-08-01,660,401,314,132,Normal
P0142,2025-09-01,417,189,437,83,High
P0142,2025-10-01,976,592,539,195,Normal
P0142,2025-11-01,629,183,894,126,High
P0142,2025-12-01,932,512,890,186,High
P0143,2025-01-01,153,43,267,31,High
P0143,2025-02-01,175,100,188,35,High
P0143,2025-03-01,1198,492,730,240,Normal
P0143,2025-04-01,321,165,576,64,High
P0143,2025-05-01,171,66,593,34,High
P0143,2025-06-01,400,247,651,80,High
P0143,2025-07-01,1073,476,973,215,High
P0143,2025-08-01,324,163,331,65,High
P0143,2025-09-01,923,339,976,185,High
P0143,2025-10-01,1220,414,903,244,Normal
P0143,2025-11-01,645,229,828,129,High
P0143,2025-12-01,1424,549,1184,285,High
P0144,2025-01-01,191,101,269,38,High
P0144,2025-02-01,391,108,295,78,High
P0144,2025-03-01,1096,666,712,219,Normal
P0144,2025-04-01,499,172,599,100,High
P0144,2025-05-01,1390,377,1197,278,High
P0144,2025-06-01,1050,330,1066,210,High
P0144,2025-07-01,208,125,535,42,High
P0144,2025-08-01,831,311,796,166,High
P0144,2025-09-01,243,151,364,49,High
P0144,2025-10-01,491,310,238,98,Normal
P0144,2025-11-01,300,175,489,60,High
P0144,2025-12-01,1175,460,719,235,Normal
P0145,2025-01-01,752,318,742,150,High
P0145,2025-02-01,770,497,332,154,Normal
P0145,2025-03-01,1079,585,967,216,High
P0145,2025-04-01,693,244,478,139,Normal
P0145,2025-05-01,598,378,600,120,High
P0145,2025-06-01,1057,468,933,211,High
P0145,2025-07-01,662,170,939,132,High
P0145,2025-08-01,1365,840,845,273,Normal
P0145,2025-09-01,577,286,583,115,High
P0145,2025-10-01,1403,796,1084,281,High
P0145,2025-11-01,350,97,365,70,High
P0145,2025-12-01,1157,313,915,231,High
P0146,2025-01-01,335,164,540,67,High
P0146,2025-02-01,357,207,522,71,High
P0146,2025-03-01,1356,636,937,271,Normal
P0146,2025-04-01,576,161,575,115,High
P0146,2025-05-01,489,314,228,98,Normal
P0146,2025-06-01,1390,833,892,278,Normal
P0146,2025-07-01,673,396,601,135,High
P0146,2025-08-01,191,64,527,38,High
P0146,2025-09-01,497,162,459,99,High
P0146,2025-10-01,611,235,673,122,High
P0146,2025-11-01,811,327,921,162,High
P0146,2025-12-01,1440,801,805,288,Normal
P0147,2025-01-01,430,268,481,86,High
P0147,2025-02-01,471,214,544,94,High
P0147,2025-03-01,1374,418,1127,275,High
P0147,2025-04-01,686,408,311,137,Normal
P0147,2025-05-01,491,178,801,98,High
P0147,2025-06-01,928,271,672,186,Normal
P0147,2025-07-01,1072,475,773,214,Normal
P0147,2025-08-01,461,245,428,92,High
P0147,2025-09-01,1485,406,1412,297,High
P0147,2025-10-01,873,323,680,175,High
P0147,2025-11-01,323,146,254,65,High
P0147,2025-12-01,858,226,977,172,High
P0148,2025-01-01,376,156,252,75,Normal
P0148,2025-02-01,589,330,263,118,Normal
P0148,2025-03-01,747,372,572,149,High
P0148,2025-04-01,515,230,782,103,High
P0148,2025-05-01,1439,773,818,288,Normal
P0148,2025-06-01,538,349,570,108,High
P0148,2025-07-01,863,559,739,173,High
P0148,2025-08-01,827,355,519,165,Normal
P0148,2025-09-01,1425,396,1252,285,High
P0148,2025-10-01,705,373,636,141,High
P0148,2025-11-01,1322,368,1352,264,High
P0148,2025-12-01,305,110,689,61,High
P0149,2025-01-01,1121,521,631,224,Normal
P0149,2025-02-01,1418,373,1445,284,High
P0149,2025-03-01,1350,537,922,270,Normal
P0149,2025-04-01,1276,364,1075,255,High
P0149,2025-05-01,1222,435,834,244,Normal
P0149,2025-06-01,1017,396,733,203,Normal
P0149,2025-07-01,1211,694,847,242,Normal
P0149,2025-08-01,359,116,594,72,High
P0149,2025-09-01,193,69,526,39,High
P0149,2025-10-01,1187,538,949,237,High
P0149,2025-11-01,1022,459,908,204,High
P0149,2025-12-01,1282,813,790,256,Normal
P0150,2025-01-01,1153,668,613,231,Normal
P0150,2025-02-01,1266,715,755,253,Normal
P0150,2025-03-01,493,318,392,99,High
P0150,2025-04-01,375,103,592,75,High
P0150,2025-05-01,1132,521,744,226,Normal
P0150,2025-06-01,1278,454,941,256,Normal
P0150,2025-07-01,238,80,217,48,High
P0150,2025-08-01,604,344,333,121,Normal
P0150,2025-09-01,950,283,1014,190,High
P0150,2025-10-01,283,116,325,57,High
P0150,2025-11-01,1059,655,530,212,Normal
P0150,2025-12-01,347,132,241,69,Normal
P0151,2025-01-01,927,279,679,185,Normal
P0151,2025-02-01,447,273,291,89,Normal
P0151,2025-03-01,702,276,542,140,High
P0151,2025-04-01,1116,593,613,223,Normal
P0151,2025-05-01,417,241,552,83,High
P0151,2025-06-01,780,340,708,156,High
P0151,2025-07-01,1357,621,774,271,Normal
P0151,2025-08-01,410,191,425,82,High
P0151,2025-09-01,1312,773,542,262,Normal
P0151,2025-10-01,780,477,315,156,Normal
P0151,2025-11-01,314,103,615,63,High
P0151,2025-12-01,342,148,632,68,High
P0152,2025-01-01,509,256,378,102,Normal
P0152,2025-02-01,442,284,369,88,High
P0152,2025-03-01,558,209,473,112,High
P0152,2025-04-01,653,232,706,131,High
P0152,2025-05-01,425,241,269,85,Normal
P0152,2025-06-01,1338,728,1047,268,High
P0152,2025-07-01,1070,274,999,214,High
P0152,2025-08-01,990,625,495,198,Normal
P0152,2025-09-01,896,297,1046,179,High
P0152,2025-10-01,764,348,683,153,High
P0152,2025-11-01,1014,400,889,203,High
P0152,2025-12-01,1256,714,936,251,Normal
P0153,2025-01-01,271,160,428,54,High
P0153,2025-02-01,789,375,723,158,High
P0153,2025-03-01,1070,363,729,214,Normal
P0153,2025-04-01,1466,771,965,293,Normal
P0153,2025-05-01,1151,407,1236,230,High
P0153,2025-06-01,555,347,675,111,High
P0153,2025-07-01,374,239,268,75,Normal
P0153,2025-08-01,661,302,683,132,High
P0153,2025-09-01,209,105,517,42,High
P0153,2025-10-01,287,169,142,57,Normal
P0153,2025-11-01,1118,721,578,224,Normal
P0153,2025-12-01,638,307,486,128,High
P0154,2025-01-01,1485,867,968,297,Normal
P0154,2025-02-01,903,554,545,181,Normal
P0154,2025-03-01,1442,841,809,288,Normal
P0154,2025-04-01,554,282,673,111,High
P0154,2025-05-01,865,545,598,173,Normal
P0154,2025-06-01,629,370,360,126,Normal
P0154,2025-07-01,1304,828,503,261,Normal
P0154,2025-08-01,981,522,610,196,Normal
P0154,2025-09-01,1271,684,773,254,Normal
P0154,2025-10-01,1383,797,1043,277,High
P0154,2025-11-01,1164,688,547,233,Normal
P0154,2025-12-01,1422,501,1233,284,High
P0155,2025-01-01,1482,591,1231,296,High
P0155,2025-02-01,1198,737,585,240,Normal
P0155,2025-03-01,1029,434,1016,206,High
P0155,2025-04-01,1423,532,1018,285,Normal
P0155,2025-05-01,1147,366,1126,229,High
P0155,2025-06-01,1451,576,1170,290,High
P0155,2025-07-01,1172,367,956,234,High
P0155,2025-08-01,638,328,478,128,Normal
P0155,2025-09-01,612,272,755,122,High
P0155,2025-10-01,1352,576,1158,270,High
P0155,2025-11-01,280,160,530,56,High
P0155,2025-12-01,634,330,635,127,High
P0156,2025-01-01,1115,592,893,223,High
P0156,2025-02-01,1011,486,646,202,Normal
P0156,2025-03-01,547,194,396,109,Normal
P0156,2025-04-01,427,203,336,85,High
P0156,2025-05-01,414,184,472,83,High
P0156,2025-06-01,1480,473,1212,296,High
P0156,2025-07-01,1222,489,748,244,Normal
P0156,2025-08-01,1244,378,1282,249,High
P0156,2025-09-01,707,411,329,141,Normal
P0156,2025-10-01,510,267,636,102,High
P0156,2025-11-01,1014,322,734,203,Normal
P0156,2025-12-01,954,608,763,191,High
P0157,2025-01-01,782,465,531,156,Normal
P0157,2025-02-01,360,95,389,72,High
P0157,2025-03-01,212,101,508,42,High
P0157,2025-04-01,474,267,423,95,High
P0157,2025-05-01,1214,694,679,243,Normal
P0157,2025-06-01,1359,579,1135,272,High
P0157,2025-07-01,205,53,590,41,High
P0157,2025-08-01,432,119,365,86,High
P0157,2025-09-01,182,54,333,36,High
P0157,2025-10-01,354,119,568,71,High
P0157,2025-11-01,667,382,685,133,High
P0157,2025-12-01,401,215,496,80,High
P0158,2025-01-01,912,468,881,182,High
P0158,2025-02-01,908,359,709,182,High
P0158,2025-03-01,869,409,664,174,High
P0158,2025-04-01,512,136,717,102,High
P0158,2025-05-01,1155,649,838,231,Normal
P0158,2025-06-01,1243,477,1262,249,High
P0158,2025-07-01,711,220,949,142,High
P0158,2025-08-01,1022,315,1080,204,High
P0158,2025-09-01,1378,670,1048,276,High
P0158,2025-10-01,466,298,334,93,Normal
P0158,2025-11-01,431,113,335,86,High
P0158,2025-12-01,504,315,516,101,High
P0159,2025-01-01,156,83,409,31,High
P0159,2025-02-01,821,297,904,164,High
P0159,2025-03-01,1144,612,597,229,Normal
P0159,2025-04-01,525,133,748,105,High
P0159,2025-05-01,1046,537,935,209,High
P0159,2025-06-01,318,154,194,64,Normal
P0159,2025-07-01,485,227,328,97,Normal
P0159,2025-08-01,1410,883,769,282,Normal
P0159,2025-09-01,988,272,987,198,High
P0159,2025-10-01,466,166,439,93,High
P0159,2025-11-01,1486,765,844,297,Normal
P0159,2025-12-01,1337,726,1109,267,High
P0160,2025-01-01,1243,624,665,249,Normal
P0160,2025-02-01,1359,854,1001,272,Normal
P0160,2025-03-01,1313,694,687,263,Normal
P0160,2025-04-01,798,258,649,160,High
P0160,2025-05-01,351,128,276,70,High
P0160,2025-06-01,482,191,546,96,High
P0160,2025-07-01,1004,315,920,201,High
P0160,2025-08-01,775,360,464,155,Normal
P0160,2025-09-01,1370,354,1497,274,High
P0160,2025-10-01,907,303,1056,181,High
P0160,2025-11-01,1417,753,999,283,Normal
P0160,2025-12-01,686,257,498,137,Normal
P0161,2025-01-01,933,528,547,187,Normal
P0161,2025-02-01,196,78,314,39,High
P0161,2025-03-01,499,232,685,100,High
P0161,2025-04-01,1228,620,1006,246,High
P0161,2025-05-01,687,357,720,137,High
P0161,2025-06-01,1489,794,932,298,Normal
P0161,2025-07-01,976,458,993,195,High
P0161,2025-08-01,237,79,200,47,High
P0161,2025-09-01,1353,629,1120,271,High
P0161,2025-10-01,1060,572,919,212,High
P0161,2025-11-01,538,315,342,108,Normal
P0161,2025-12-01,602,159,540,120,High
P0162,2025-01-01,417,236,531,83,High
P0162,2025-02-01,679,399,332,136,Normal
P0162,2025-03-01,1364,649,1111,273,High
P0162,2025-04-01,517,243,741,103,High
P0162,2025-05-01,285,125,350,57,High
P0162,2025-06-01,331,152,470,66,High
P0162,2025-07-01,1217,391,900,243,Normal
P0162,2025-08-01,1141,557,606,228,Normal
P0162,2025-09-01,442,235,518,88,High
P0162,2025-10-01,474,152,373,95,High
P0162,2025-11-01,377,135,396,75,High
P0162,2025-12-01,1115,505,986,223,High
P0163,2025-01-01,242,108,204,48,High
P0163,2025-02-01,985,305,865,197,High
P0163,2025-03-01,1068,494,678,214,Normal
P0163,2025-04-01,1326,734,738,265,Normal
P0163,2025-05-01,1285,754,782,257,Normal
P0163,2025-06-01,1030,442,1021,206,High
P0163,2025-07-01,1224,338,895,245,Normal
P0163,2025-08-01,614,258,706,123,High
P0163,2025-09-01,1094,296,829,219,High
P0163,2025-10-01,1015,394,685,203,Normal
P0163,2025-11-01,1091,374,1182,218,High
P0163,2025-12-01,842,225,934,168,High
P0164,2025-01-01,927,594,346,185,Normal
P0164,2025-02-01,1210,408,1010,242,High
P0164,2025-03-01,1131,584,608,226,Normal
P0164,2025-04-01,511,217,473,102,High
P0164,2025-05-01,1046,343,1061,209,High
P0164,2025-06-01,1160,542,714,232,Normal
P0164,2025-07-01,1353,802,858,271,Normal
P0164,2025-08-01,474,301,566,95,High
P0164,2025-09-01,785,216,869,157,High
P0164,2025-10-01,254,120,220,51,High
P0164,2025-11-01,542,185,660,108,High
P0164,2025-12-01,320,152,316,64,High
P0165,2025-01-01,330,179,614,66,High
P0165,2025-02-01,1442,716,959,288,Normal
P0165,2025-03-01,671,313,746,134,High
P0165,2025-04-01,766,276,874,153,High
P0165,2025-05-01,1113,563,741,223,Normal
P0165,2025-06-01,337,139,241,67,Normal
P0165,2025-07-01,916,329,981,183,High
P0165,2025-08-01,853,327,972,171,High
P0165,2025-09-01,883,273,722,177,High
P0165,2025-10-01,1000,334,796,200,High
P0165,2025-11-01,342,195,314,68,High
P0165,2025-12-01,1431,758,1126,286,High
P0166,2025-01-01,1035,274,872,207,High
P0166,2025-02-01,914,384,799,183,High
P0166,2025-03-01,1351,542,1096,270,High
P0166,2025-04-01,1423,788,747,285,Normal
P0166,2025-05-01,348,186,648,70,High
P0166,2025-06-01,1231,702,847,246,Normal
P0166,2025-07-01,1447,712,739,289,Normal
P0166,2025-08-01,522,336,549,104,High
P0166,2025-09-01,1128,323,1303,226,High
P0166,2025-10-01,222,140,250,44,High
P0166,2025-11-01,236,90,484,47,High
P0166,2025-12-01,1471,614,1119,294,High
P0167,2025-01-01,1220,740,969,244,High
P0167,2025-02-01,518,292,298,104,Normal
P0167,2025-03-01,949,403,934,190,High
P0167,2025-04-01,1220,631,950,244,High
P0167,2025-05-01,155,93,414,31,High
P0167,2025-06-01,441,241,401,88,High
P0167,2025-07-01,1309,354,1363,262,High
P0167,2025-08-01,1325,571,1168,265,High
P0167,2025-09-01,1230,670,806,246,Normal
P0167,2025-10-01,696,423,666,139,High
P0167,2025-11-01,1423,399,1407,285,High
P0167,2025-12-01,1060,458,881,212,High
P0168,2025-01-01,1097,550,711,219,Normal
P0168,2025-02-01,431,158,429,86,High
P0168,2025-03-01,795,320,527,159,Normal
P0168,2025-04-01,1430,728,1190,286,High
P0168,2025-05-01,1494,585,1120,299,Normal
P0168,2025-06-01,298,122,673,60,High
P0168,2025-07-01,713,349,651,143,High
P0168,2025-08-01,798,333,859,160,High
P0168,2025-09-01,1262,622,1023,252,High
P0168,2025-10-01,317,128,443,63,High
P0168,2025-11-01,1364,836,969,273,Normal
P0168,2025-12-01,161,77,227,32,High
P0169,2025-01-01,660,290,716,132,High
P0169,2025-02-01,1484,761,745,297,Normal
P0169,2025-03-01,757,372,867,151,High
P0169,2025-04-01,953,374,591,191,Normal
P0169,2025-05-01,551,205,399,110,Normal
P0169,2025-06-01,408,252,441,82,High
P0169,2025-07-01,569,196,424,114,Normal
P0169,2025-08-01,1007,336,922,201,High
P0169,2025-09-01,834,420,813,167,High
P0169,2025-10-01,887,315,662,177,Normal
P0169,2025-11-01,516,131,824,103,High
P0169,2025-12-01,370,209,445,74,High
P0170,2025-01-01,424,263,342,85,High
P0170,2025-02-01,379,136,267,76,Normal
P0170,2025-03-01,1419,642,1029,284,Normal
P0170,2025-04-01,699,292,481,140,Normal
P0170,2025-05-01,929,422,1001,186,High
P0170,2025-06-01,1003,279,1178,201,High
P0170,2025-07-01,643,329,673,129,High
P0170,2025-08-01,378,129,707,76,High
P0170,2025-09-01,1263,745,882,253,Normal
P0170,2025-10-01,1142,633,661,228,Normal
P0170,2025-11-01,981,470,646,196,Normal
P0170,2025-12-01,276,80,394,55,High
P0171,2025-01-01,308,184,355,62,High
P0171,2025-02-01,477,160,380,95,High
P0171,2025-03-01,1456,759,854,291,Normal
P0171,2025-04-01,597,292,725,119,High
P0171,2025-05-01,1071,555,733,214,Normal
P0171,2025-06-01,1300,550,803,260,Normal
P0171,2025-07-01,1381,444,1327,276,High
P0171,2025-08-01,158,90,396,32,High
P0171,2025-09-01,626,304,472,125,High
P0171,2025-10-01,770,339,834,154,High
P0171,2025-11-01,1189,627,1026,238,High
P0171,2025-12-01,376,146,705,75,High
P0172,2025-01-01,582,294,670,116,High
P0172,2025-02-01,573,176,560,115,High
P0172,2025-03-01,1157,499,708,231,Normal
P0172,2025-04-01,789,250,886,158,High
P0172,2025-05-01,446,177,419,89,High
P0172,2025-06-01,1276,756,1001,255,High
P0172,2025-07-01,507,172,430,101,High
P0172,2025-08-01,1432,419,1166,286,High
P0172,2025-09-01,1356,352,1348,271,High
P0172,2025-10-01,345,216,131,69,Normal
P0172,2025-11-01,413,113,763,83,High
P0172,2025-12-01,1442,883,1014,288,Normal
P0173,2025-01-01,1391,440,1440,278,High
P0173,2025-02-01,1028,668,574,206,Normal
P0173,2025-03-01,413,160,604,83,High
P0173,2025-04-01,1257,480,1241,251,High
P0173,2025-05-01,1446,908,663,289,Normal
P0173,2025-06-01,646,265,795,129,High
P0173,2025-07-01,512,219,530,102,High
P0173,2025-08-01,996,391,842,199,High
P0173,2025-09-01,604,271,821,121,High
P0173,2025-10-01,833,348,537,167,Normal
P0173,2025-11-01,1440,477,1176,288,High
P0173,2025-12-01,754,221,984,151,High
P0174,2025-01-01,444,175,317,89,Normal
P0174,2025-02-01,1036,621,756,207,Normal
P0174,2025-03-01,556,190,367,111,Normal
P0174,2025-04-01,226,131,164,45,Normal
P0174,2025-05-01,797,237,676,159,High
P0174,2025-06-01,1323,825,948,265,Normal
P0174,2025-07-01,446,227,590,89,High
P0174,2025-08-01,734,190,893,147,High
P0174,2025-09-01,592,167,601,118,High
P0174,2025-10-01,1114,435,1099,223,High
P0174,2025-11-01,1199,536,941,240,High
P0174,2025-12-01,810,215,709,162,High
P0175,2025-01-01,1409,524,1357,282,High
P0175,2025-02-01,285,117,652,57,High
P0175,2025-03-01,1028,358,921,206,High
P0175,2025-04-01,1375,760,1051,275,High
P0175,2025-05-01,1439,878,741,288,Normal
P0175,2025-06-01,625,169,692,125,High
P0175,2025-07-01,1030,566,569,206,Normal
P0175,2025-08-01,1203,506,920,241,High
P0175,2025-09-01,542,210,464,108,High
P0175,2025-10-01,1151,659,543,230,Normal
P0175,2025-11-01,1110,553,971,222,High
P0175,2025-12-01,884,304,918,177,High
P0176,2025-01-01,1033,371,1144,207,High
P0176,2025-02-01,347,100,277,69,High
P0176,2025-03-01,340,219,218,68,Normal
P0176,2025-04-01,978,416,762,196,High
P0176,2025-05-01,528,165,813,106,High
P0176,2025-06-01,1459,404,1316,292,High
P0176,2025-07-01,1154,396,1082,231,High
P0176,2025-08-01,445,227,435,89,High
P0176,2025-09-01,1083,610,833,217,High
P0176,2025-10-01,972,449,547,194,Normal
P0176,2025-11-01,967,476,675,193,Normal
P0176,2025-12-01,1015,562,631,203,Normal
P0177,2025-01-01,1191,588,984,238,High
P0177,2025-02-01,505,247,578,101,High
P0177,2025-03-01,1364,463,1151,273,High
P0177,2025-04-01,1039,651,699,208,Normal
P0177,2025-05-01,1269,725,1037,254,High
P0177,2025-06-01,1381,893,701,276,Normal
P0177,2025-07-01,439,206,698,88,High
P0177,2025-08-01,1114,391,1012,223,High
P0177,2025-09-01,359,106,413,72,High
P0177,2025-10-01,594,171,863,119,High
P0177,2025-11-01,810,436,665,162,High
P0177,2025-12-01,757,293,633,151,High
P0178,2025-01-01,391,124,740,78,High
P0178,2025-02-01,940,559,843,188,High
P0178,2025-03-01,724,191,795,145,High
P0178,2025-04-01,912,394,984,182,High
P0178,2025-05-01,1068,667,893,214,High
P0178,2025-06-01,647,356,556,129,High
P0178,2025-07-01,375,107,480,75,High
P0178,2025-08-01,851,380,523,170,Normal
P0178,2025-09-01,918,541,453,184,Normal
P0178,2025-10-01,1102,302,1155,220,High
P0178,2025-11-01,1285,661,1100,257,High
P0178,2025-12-01,1263,794,860,253,Normal
P0179,2025-01-01,487,242,702,97,High
P0179,2025-02-01,573,145,428,115,Normal
P0179,2025-03-01,650,404,719,130,High
P0179,2025-04-01,631,355,669,126,High
P0179,2025-05-01,1410,801,627,282,Normal
P0179,2025-06-01,338,104,688,68,High
P0179,2025-07-01,488,306,328,98,Normal
P0179,2025-08-01,985,353,1128,197,High
P0179,2025-09-01,606,315,304,121,Normal
P0179,2025-10-01,414,223,628,83,High
P0179,2025-11-01,858,235,1080,172,High
P0179,2025-12-01,718,454,329,144,Normal
P0180,2025-01-01,409,130,467,82,High
P0180,2025-02-01,194,60,398,39,High
P0180,2025-03-01,278,71,632,56,High
P0180,2025-04-01,1477,559,1157,295,High
P0180,2025-05-01,254,137,360,51,High
P0180,2025-06-01,674,385,698,135,High
P0180,2025-07-01,1103,651,671,221,Normal
P0180,2025-08-01,582,328,398,116,Normal
P0180,2025-09-01,733,210,613,147,High
P0180,2025-10-01,1059,623,899,212,High
P0180,2025-11-01,209,90,422,42,High
P0180,2025-12-01,1161,365,1116,232,High
P0181,2025-01-01,1071,648,562,214,Normal
P0181,2025-02-01,1102,515,647,220,Normal
P0181,2025-03-01,1104,468,978,221,High
P0181,2025-04-01,604,287,659,121,High
P0181,2025-05-01,334,96,256,67,High
P0181,2025-06-01,567,197,569,113,High
P0181,2025-07-01,267,116,552,53,High
P0181,2025-08-01,887,414,715,177,High
P0181,2025-09-01,581,161,464,116,High
P0181,2025-10-01,890,384,737,178,High
P0181,2025-11-01,1353,347,1194,271,High
P0181,2025-12-01,366,192,465,73,High
P0182,2025-01-01,463,210,550,93,High
P0182,2025-02-01,365,156,308,73,High
P0182,2025-03-01,1032,578,915,206,High
P0182,2025-04-01,759,333,814,152,High
P0182,2025-05-01,1230,783,680,246,Normal
P0182,2025-06-01,385,118,453,77,High
P0182,2025-07-01,795,391,844,159,High
P0182,2025-08-01,154,78,170,31,High
P0182,2025-09-01,198,113,238,40,High
P0182,2025-10-01,1366,808,559,273,Normal
P0182,2025-11-01,1080,459,1023,216,High
P0182,2025-12-01,273,110,563,55,High
P0183,2025-01-01,965,256,1035,193,High
P0183,2025-02-01,921,343,784,184,High
P0183,2025-03-01,171,109,262,34,High
P0183,2025-04-01,1228,395,1124,246,High
P0183,2025-05-01,1246,443,1174,249,High
P0183,2025-06-01,1379,672,1150,276,High
P0183,2025-07-01,449,140,627,90,High
P0183,2025-08-01,1313,569,1227,263,High
P0183,2025-09-01,988,413,1034,198,High
P0183,2025-10-01,1456,788,829,291,Normal
P0183,2025-11-01,1377,711,735,275,Normal
P0183,2025-12-01,307,127,679,61,High
P0184,2025-01-01,394,229,356,79,High
P0184,2025-02-01,231,131,537,46,High
P0184,2025-03-01,371,213,471,74,High
P0184,2025-04-01,1111,296,831,222,Normal
P0184,2025-05-01,899,285,928,180,High
P0184,2025-06-01,358,92,481,72,High
P0184,2025-07-01,1272,581,883,254,Normal
P0184,2025-08-01,471,217,377,94,High
P0184,2025-09-01,1103,516,833,221,High
P0184,2025-10-01,1309,817,493,262,Normal
P0184,2025-11-01,1355,572,1203,271,High
P0184,2025-12-01,448,170,581,90,High
P0185,2025-01-01,334,117,704,67,High
P0185,2025-02-01,1075,577,625,215,Normal
P0185,2025-03-01,823,305,629,165,High
P0185,2025-04-01,1222,738,665,244,Normal
P0185,2025-05-01,1336,505,1033,267,High
P0185,2025-06-01,425,269,368,85,High
P0185,2025-07-01,1377,567,1142,275,High
P0185,2025-08-01,430,146,379,86,High
P0185,2025-09-01,531,321,440,106,High
P0185,2025-10-01,1378,713,665,276,Normal
