product_id,product_name,category,base_cost,base_price,min_price,max_price
P0358,Sunscreen 358,Beauty,5735.8,11385.34,6022.59,15370.21
P0359,Football 359,Sports,8261.34,12036.41,8674.41,16249.15
P0360,Moisturizer 360,Beauty,4927.88,8889.67,5174.27,12001.05
P0361,Water Bottle 361,Home & Kitchen,11703.99,22695.01,12289.19,30638.26
P0362,Sneakers 362,Fashion,8746.09,15497.8,9183.39,20922.03
P0363,Face Serum 363,Beauty,7986.71,15818.72,8386.05,21355.27
P0364,Face Serum 364,Beauty,9157.59,14501.36,9615.47,19576.84
P0365,Football 365,Sports,11445.99,23610.66,12018.29,31874.39
P0366,Vacuum Cleaner 366,Home & Kitchen,10921.48,14887.87,11467.55,20098.62
P0367,Football 367,Sports,8774.14,11729.51,9212.85,15834.84
P0368,Football 368,Sports,9065.19,16406.98,9518.45,22149.42
P0369,Smart Watch 369,Electronics,2007.29,4117.77,2107.65,5558.99
P0370,Smart Watch 370,Electronics,1502.67,2911.5,1577.8,3930.52
P0371,Bluetooth Speaker 371,Electronics,6979.58,9177.83,7328.56,12390.07
P0372,Bluetooth Speaker 372,Electronics,514.9,765.89,540.64,1033.95
P0373,Smartphone 373,Electronics,5943.57,12129.47,6240.75,16374.78
P0374,Winter Jacket 374,Fashion,2761.09,4045.27,2899.14,5461.11
P0375,Smart Watch 375,Electronics,4348.39,8322.8,4565.81,11235.78
P0376,Air Fryer 376,Home & Kitchen,9376.92,18297.77,9845.77,24701.99
P0377,Winter Jacket 377,Fashion,11312.48,18904.67,11878.1,25521.3
P0378,Wireless Mouse 378,Electronics,1147.27,1810.85,1204.63,2444.65
P0379,Running Shoes 379,Fashion,6550.63,10694.6,6878.16,14437.71
P0380,Coffee Maker 380,Home & Kitchen,10625.64,15331.95,11156.92,20698.13
P0381,Wireless Mouse 381,Electronics,1265.35,2538.27,1328.62,3426.66
P0382,Winter Jacket 382,Fashion,9946.81,16243.41,10444.15,21928.6
P0383,Perfume 383,Beauty,4486.28,8972.97,4710.59,12113.51
P0384,Resistance Bands 384,Sports,4068.51,5451.15,4271.94,7359.05
P0385,Sneakers 385,Fashion,11736.36,24529.39,12323.18,33114.68
P0386,Denim Jacket 386,Fashion,2650.05,4311.05,2782.55,5819.92
P0387,Coffee Maker 387,Home & Kitchen,8410.37,10854.9,8830.89,14654.12
P0388,Wireless Headphones 388,Electronics,9910.86,12708.88,10406.4,17156.99
P0389,Backpack 389,Fashion,781.85,1473.22,820.94,1988.85
P0390,Running Shoes 390,Fashion,8143.51,14741.22,8550.69,19900.65
P0391,Yoga Mat 391,Sports,11433.13,22086.65,12004.79,29816.98
P0392,Water Bottle 392,Home & Kitchen,1753.37,2348.75,1841.04,3170.81
P0393,Coffee Maker 393,Home & Kitchen,10785.79,13808.35,11325.08,18641.27
P0394,Sneakers 394,Fashion,7258.89,12211.58,7621.83,16485.63
P0395,Mixer Grinder 395,Home & Kitchen,7514.27,11868.46,7889.98,16022.42
P0396,Yoga Mat 396,Sports,7471.45,12273.01,7845.02,16568.56
P0397,Resistance Bands 397,Sports,3796.38,7945.25,3986.2,10726.09
P0398,Air Fryer 398,Home & Kitchen,11241.86,23328.4,11803.95,31493.34
P0399,Winter Jacket 399,Fashion,11384.0,23348.22,11953.2,31520.1
P0400,Backpack 400,Fashion,7616.06,14594.4,7996.86,19702.44
P0401,Smart Watch 401,Electronics,9466.05,14687.67,9939.35,19828.35
P0402,Yoga Mat 402,Sports,7463.42,11943.8,7836.59,16124.13
P0403,Moisturizer 403,Beauty,5967.46,10247.16,6265.83,13833.67
P0404,Backpack 404,Fashion,8031.6,15709.44,8433.18,21207.74
P0405,Air Fryer 405,Home & Kitchen,6770.12,8858.07,7108.63,11958.39
P0406,Dumbbell Set 406,Sports,7290.47,11742.41,7654.99,15852.25
P0407,Vacuum Cleaner 407,Home & Kitchen,9470.84,12503.64,9944.38,16879.91
P0408,Smartphone 408,Electronics,5926.57,10000.84,6222.9,13501.13
P0409,Cricket Bat 409,Sports,776.82,1564.57,815.66,2112.17
P0410,Wireless Headphones 410,Electronics,2218.79,4249.23,2329.73,5736.46
P0411,Vacuum Cleaner 411,Home & Kitchen,5431.7,7841.56,5703.28,10586.11
P0412,Cricket Bat 412,Sports,8780.47,18259.8,9219.49,24650.73
P0413,Football 413,Sports,7241.36,13159.35,7603.43,17765.12
P0414,Sunscreen 414,Beauty,7908.44,9955.65,8303.86,13440.13
P0415,Backpack 415,Fashion,5907.56,8666.99,6202.94,11700.44
P0416,Coffee Maker 416,Home & Kitchen,7504.18,11043.2,7879.39,14908.32
P0417,Mixer Grinder 417,Home & Kitchen,4149.5,5431.14,4356.98,7332.04
P0418,Water Bottle 418,Home & Kitchen,5801.14,11984.3,6091.2,16178.8
P0419,Winter Jacket 419,Fashion,9008.07,14922.02,9458.47,20144.73
P0420,Winter Jacket 420,Fashion,10500.44,21121.03,11025.46,28513.39
P0421,Running Shoes 421,Fashion,5373.77,8189.0,5642.46,11055.15
P0422,Backpack 422,Fashion,810.84,1099.86,851.38,1484.81
P0423,Smartphone 423,Electronics,2191.57,3623.07,2301.15,4891.14
P0424,Hair Dryer 424,Beauty,544.08,732.8,571.28,989.28
P0425,Smartphone 425,Electronics,7943.18,13210.41,8340.34,17834.05
P0426,Perfume 426,Beauty,4188.08,8511.24,4397.48,11490.17
P0427,Coffee Maker 427,Home & Kitchen,6647.0,11251.06,6979.35,15188.93
P0428,Yoga Mat 428,Sports,6071.34,10770.71,6374.91,14540.46
P0429,Mixer Grinder 429,Home & Kitchen,1253.86,1734.27,1316.55,2341.26
P0430,Wireless Headphones 430,Electronics,5018.16,6459.25,5269.07,8719.99
P0431,Wireless Headphones 431,Electronics,2880.57,3872.02,3024.6,5227.23
P0432,Denim Jacket 432,Fashion,5195.28,9137.21,5455.04,12335.23
P0433,Hair Dryer 433,Beauty,2681.87,3568.93,2815.96,4818.06
P0434,Bluetooth Speaker 434,Electronics,10133.29,15905.15,10639.95,21471.95
P0435,Wireless Headphones 435,Electronics,2338.06,4015.8,2454.96,5421.33
P0436,Winter Jacket 436,Fashion,11541.13,18239.08,12118.19,24622.76
P0437,Bluetooth Speaker 437,Electronics,5166.12,7176.42,5424.43,9688.17
P0438,Backpack 438,Fashion,10201.07,15125.36,10711.12,20419.24
P0439,Backpack 439,Fashion,7656.55,15612.24,8039.38,21076.52
P0440,Wireless Mouse 440,Electronics,8903.6,16245.37,9348.78,21931.25
P0441,Bluetooth Speaker 441,Electronics,9282.37,15516.79,9746.49,20947.67
P0442,Yoga Mat 442,Sports,6206.69,7825.44,6517.02,10564.34
P0443,Water Bottle 443,Home & Kitchen,6656.62,13935.99,6989.45,18813.59
P0444,Water Bottle 444,Home & Kitchen,6313.75,11495.68,6629.44,15519.17
P0445,Backpack 445,Fashion,7180.28,10909.6,7539.29,14727.96
P0446,Dumbbell Set 446,Sports,643.92,1286.15,676.12,1736.3
P0447,Yoga Mat 447,Sports,4927.53,7241.83,5173.91,9776.47
P0448,Backpack 448,Fashion,7392.41,12658.87,7762.03,17089.47
P0449,Air Fryer 449,Home & Kitchen,7293.37,13059.95,7658.04,17630.93
P0450,Smartphone 450,Electronics,9577.59,13771.65,10056.47,18591.73
P0451,Denim Jacket 451,Fashion,7963.61,16577.35,8361.79,22379.42
P0452,Face Serum 452,Beauty,11907.96,22457.97,12503.36,30318.26
P0453,Air Fryer 453,Home & Kitchen,3621.1,6243.29,3802.16,8428.44
P0454,Cricket Bat 454,Sports,4502.07,6318.68,4727.17,8530.22
P0455,Smart Watch 455,Electronics,4791.01,6208.09,5030.56,8380.92
P0456,Face Serum 456,Beauty,5750.01,8751.81,6037.51,11814.94
P0457,Bluetooth Speaker 457,Electronics,10081.18,19055.54,10585.24,25724.98
P0458,Sunscreen 458,Beauty,3058.77,4523.71,3211.71,6107.01
P0459,Smartphone 459,Electronics,9379.2,16025.51,9848.16,21634.44
P0460,Smartphone 460,Electronics,5042.13,9422.51,5294.24,12720.39
P0461,Wireless Mouse 461,Electronics,7341.71,9850.76,7708.8,13298.53
P0462,Sneakers 462,Fashion,7700.72,14111.59,8085.76,19050.65
P0463,Denim Jacket 463,Fashion,4662.33,6192.0,4895.45,8359.2
P0464,Face Serum 464,Beauty,6297.6,13038.3,6612.48,17601.71
P0465,Football 465,Sports,5132.46,8546.24,5389.08,11537.42
P0466,Air Fryer 466,Home & Kitchen,1108.85,1528.08,1164.29,2062.91
P0467,Water Bottle 467,Home & Kitchen,5414.84,8344.41,5685.58,11264.95
P0468,Yoga Mat 468,Sports,1439.5,2305.22,1511.48,3112.05
P0469,Wireless Headphones 469,Electronics,5038.74,9545.68,5290.68,12886.67
P0470,Cricket Bat 470,Sports,7237.15,13619.67,7599.01,18386.55
P0471,Wireless Mouse 471,Electronics,7079.15,12531.15,7433.11,16917.05
P0472,Resistance Bands 472,Sports,8052.67,10790.91,8455.3,14567.73
P0473,Wireless Headphones 473,Electronics,1414.56,1950.44,1485.29,2633.09
P0474,Resistance Bands 474,Sports,7929.84,10544.26,8326.33,14234.75
P0475,Sunscreen 475,Beauty,3952.13,6879.07,4149.74,9286.74
P0476,Cricket Bat 476,Sports,4968.84,9915.66,5217.28,13386.14
P0477,Wireless Headphones 477,Electronics,10338.44,16735.15,10855.36,22592.45
P0478,Hair Dryer 478,Beauty,405.66,562.54,425.94,759.43
P0479,Dumbbell Set 479,Sports,7184.43,12388.37,7543.65,16724.3
P0480,Sunscreen 480,Beauty,7304.95,14171.53,7670.2,19131.57
P0481,Sunscreen 481,Beauty,4940.92,9291.18,5187.97,12543.09
P0482,Denim Jacket 482,Fashion,3073.23,6144.1,3226.89,8294.54
P0483,Hair Dryer 483,Beauty,3045.69,4526.56,3197.97,6110.86
P0484,Perfume 484,Beauty,10639.4,15053.27,11171.37,20321.91
P0485,Perfume 485,Beauty,5471.69,10931.58,5745.27,14757.63
P0486,Dumbbell Set 486,Sports,4171.41,7545.77,4379.98,10186.79
P0487,Smartphone 487,Electronics,5550.7,8405.37,5828.24,11347.25
P0488,Coffee Maker 488,Home & Kitchen,8131.87,15296.01,8538.46,20649.61
P0489,Resistance Bands 489,Sports,2005.35,3896.1,2105.62,5259.74
P0490,Cricket Bat 490,Sports,5558.38,9853.52,5836.3,13302.25
P0491,Perfume 491,Beauty,7178.25,13169.95,7537.16,17779.43
P0492,Sunscreen 492,Beauty,11398.43,17883.81,11968.35,24143.14
P0493,Mixer Grinder 493,Home & Kitchen,3254.58,5558.47,3417.31,7503.93
P0494,Bluetooth Speaker 494,Electronics,4503.23,7635.39,4728.39,10307.78
P0495,Hair Dryer 495,Beauty,4738.5,9338.83,4975.42,12607.42
P0496,Air Fryer 496,Home & Kitchen,7384.8,14503.52,7754.04,19579.75
P0497,Moisturizer 497,Beauty,4473.77,8758.65,4697.46,11824.18
P0498,Wireless Headphones 498,Electronics,6542.09,8238.96,6869.19,11122.6
P0499,Resistance Bands 499,Sports,9446.95,17827.47,9919.3,24067.08
P0500,Football 500,Sports,8553.01,16206.88,8980.66,21879.29
